,SP,KD,Top10,Top20
Degree,0.6112529562399113,0.47259868384872444,0.1,0.25
PR,0.3702678144163513,0.24523257756389025,0.0,0.0
K-shell,0.6551340422613232,0.5287378929640485,0.4,0.55
MLP,0.5902991551096376,0.4231211615882033,0.4,0.5
GCN,0.6401115869832258,0.47101459946058244,0.6,0.85
SAGE,0.56794412898437,0.40798662944851055,0.3,0.55
GAT,0.6776836004639823,0.495995065586939,0.2,0.55
Ours,0.8648769058578175,0.688429205537229,0.2,0.3
