,SP,KD,Top10,Top20
Degree,0.6452576654635389,0.49649968181064535,0.5,0.4
PR,0.332273460242803,0.22674669752756493,0.5,0.35
K-shell,0.6626111180404011,0.5379889255195083,0.2,0.25
MLP,0.4780575484095776,0.3270076960994735,0.0,0.25
GCN,0.7236339608795896,0.5381356076210537,0.6,0.55
SAGE,0.5408683005815883,0.38486604033453,0.1,0.2
GAT,0.7425026777071217,0.5535889638332359,0.2,0.4
Ours,0.8286071100067517,0.6377783667339435,0.2,0.25
