,SP_mean,SP_std,KD_mean,KD_std
L0_MLP,0.7506922969407551,0.02107707697552222,0.5715632078770454,0.020924522308975166
L1_1Layer_GNN,0.8164074608767666,0.02305214915339659,0.6354004676313485,0.02448784823724075
L2_2Layer_GNN,0.8773984777979187,0.012048904011124543,0.7059770033671138,0.014812855654589448
L3_GNN_Rank,0.9141383590621064,0.0032763834433308437,0.7642692681416856,0.0033388965195808038
L4_MultiBeta,0.9163442596032191,0.003534068990704868,0.769581584420117,0.003197830306679191
L5_Full,0.9147725117666493,0.0027650334928963774,0.7655862727374612,0.003268174759321239
