,SP_mean,SP_std,KD_mean,KD_std
Struct_only,0.9158016181276324,0.004151659075047181,0.7665669472274209,0.006701368142500086
Semantic_only,0.8228231376858238,0.012608954756989253,0.646981536548662,0.01594624467904438
Struct+Semantic,0.914606296290757,0.0027276455406413155,0.7656311782106965,0.0024263028075409794
