,SP_mean,SP_std,KD_mean,KD_std
L0_MLP,0.8667903289797463,0.022959389854158362,0.6950721645304797,0.029801111310466203
L1_1Layer_GNN,0.9039630274714783,0.005267457390187646,0.7422055402316732,0.00740481410903655
L2_2Layer_GNN,0.9187907924713004,0.007516493862562648,0.764618915823015,0.01200402770252138
L3_GNN_Rank,0.9488228049145517,0.0014087016940515147,0.816788557654861,0.0026163210864706176
L4_MultiBeta,0.950496419395742,0.001495823327870828,0.8202088695361033,0.002640598228364262
L5_Full,0.9492888688005536,0.0016854704386768267,0.8176591758749318,0.0028065978427736582
