,SP_mean,SP_std,KD_mean,KD_std
Struct_only,0.948767953642314,0.0015216844679489664,0.8162635471723487,0.00349436026174957
Semantic_only,0.9163114946073249,0.002952371499241821,0.7537312317330617,0.0042663091201118435
Struct+Semantic,0.9495109343272972,0.00177824184079706,0.8180046454564787,0.002988229256469959
