dataset,semantic_dim,mean_spearman,std,num_seeds
CiteSeer,16,0.8952269300072635,0.014325123256171505,5
CiteSeer,32,0.89029867116838,0.01138744547764777,5
CiteSeer,64,0.8874587535588517,0.010602175924384515,5
CiteSeer,128,0.8798494941600685,0.007999425903544306,5
CiteSeer,256,0.8761836541736955,0.013598072261122158,5
