,SP_mean,SP_std,KD_mean,KD_std
Struct_only,0.8683017784773884,0.004152770542472115,0.692246482879395,0.005549199102443701
Semantic_only,0.7176904557359928,0.09297631847655954,0.5348556052297642,0.09048147380135375
Struct+Semantic,0.8673484721209231,0.0030280298219971438,0.6913014216107516,0.0037838710137381762
