,SP_mean,SP_std,KD_mean,KD_std
L0_MLP,0.6896163669992547,0.02112449859127855,0.5091249807063709,0.018336128406935243
L1_1Layer_GNN,0.7133888662395765,0.031327762436175646,0.5345883031314671,0.028315291197581357
L2_2Layer_GNN,0.7897941420045294,0.012816091776270138,0.6051290609777423,0.013148972696970877
L3_GNN_Rank,0.865697983838156,0.0020538334154167536,0.6892124986679729,0.0026495481176342186
L4_MultiBeta,0.8692648166185807,0.0032865503740456365,0.6942120158017534,0.00418173364513219
L5_Full,0.8670114156520612,0.003071025781281684,0.6908051321275741,0.00396849543157078
