,SP,KD,Top10,Top20
Degree,0.7565053684552367,0.581698663592889,0.8,0.7
PR,0.3898908181599834,0.2686199923223423,0.5,0.55
K-shell,0.8429555070042472,0.6903840453138511,0.0,0.0
MLP,0.791401418948229,0.6052009963811174,0.3,0.3
GCN,0.8254059454080825,0.6578924443102314,0.9,0.8
SAGE,0.7992884639063899,0.6179383900777271,0.6,0.5
GAT,0.8285134895169904,0.63870516768091,0.0,0.0
Ours,0.9468208097214957,0.8120534309158854,0.4,0.4
