,SP,KD,Top10,Top20
Degree,0.7669142644003271,0.5901103584097569,0.6,0.7
PR,0.41678791832143713,0.28769148195341204,0.5,0.5
K-shell,0.8495133509460657,0.6970545127028517,0.0,0.05
MLP,0.7926951761924482,0.6061582531734243,0.7,0.65
GCN,0.8197189500903899,0.6510936980469637,0.8,0.8
SAGE,0.8192844700901538,0.6306490585369083,0.2,0.25
GAT,0.8508575938402408,0.6640838369176413,0.0,0.0
Ours,0.9506026512460677,0.817822727619923,0.5,0.5
