dataset,seed,method,beta_scale,ratio,Delta_I
CiteSeer,3,Betweenness_Adaptive,1.1,0.01,0.49972499639794327
CiteSeer,4,Ours,1.1,0.01,0.0014129550056520342
CiteSeer,4,Ours_Adaptive,1.1,0.01,0.012304639950294285
CiteSeer,4,PageRank,1.1,0.01,0.7775202391398567
CiteSeer,4,PageRank_Adaptive,1.1,0.01,0.7717675973940316
CiteSeer,4,Degree,1.1,0.01,0.7875078916539986
CiteSeer,4,Degree_Adaptive,1.1,0.01,0.7865542451613753
CiteSeer,4,Betweenness,1.1,0.01,0.4884123665518827
CiteSeer,4,Betweenness_Adaptive,1.1,0.01,0.5202043117957036
CiteSeer,0,Ours,1.1,0.05,0.20016500312663688
CiteSeer,0,Ours_Adaptive,1.1,0.05,0.1659065962333787
CiteSeer,0,PageRank,1.1,0.05,0.7813081624909294
CiteSeer,0,PageRank_Adaptive,1.1,0.05,0.7851479292185434
CiteSeer,0,Degree,1.1,0.05,0.7809495850533313
CiteSeer,0,Degree_Adaptive,1.1,0.05,0.7806358297954329
CiteSeer,0,Betweenness,1.1,0.05,0.6642997034407725
CiteSeer,0,Betweenness_Adaptive,1.1,0.05,0.6686635082055145
CiteSeer,1,Ours,1.1,0.05,0.16950769718421713
CiteSeer,1,Ours_Adaptive,1.1,0.05,0.1553531540150181
CiteSeer,1,PageRank,1.1,0.05,0.7630939432049447
CiteSeer,1,PageRank_Adaptive,1.1,0.05,0.7616075776099113
CiteSeer,1,Degree,1.1,0.05,0.7578039618576722
CiteSeer,1,Degree_Adaptive,1.1,0.05,0.7549699559496157
CiteSeer,1,Betweenness,1.1,0.05,0.6618629587431957
CiteSeer,1,Betweenness_Adaptive,1.1,0.05,0.6370849280259886
CiteSeer,2,Ours,1.1,0.05,0.13806043634575169
CiteSeer,2,Ours_Adaptive,1.1,0.05,0.0707129751970211
CiteSeer,2,PageRank,1.1,0.05,0.6739454467540256
CiteSeer,2,PageRank_Adaptive,1.1,0.05,0.6751443921867414
CiteSeer,2,Degree,1.1,0.05,0.6686482878422078
CiteSeer,2,Degree_Adaptive,1.1,0.05,0.669040669983824
CiteSeer,2,Betweenness,1.1,0.05,0.5848253660104147
CiteSeer,2,Betweenness_Adaptive,1.1,0.05,0.5816817196126716
CiteSeer,3,Ours,1.1,0.05,0.09516156976428092
CiteSeer,3,Ours_Adaptive,1.1,0.05,0.04196563381265053
CiteSeer,3,PageRank,1.1,0.05,0.8324360008398111
CiteSeer,3,PageRank_Adaptive,1.1,0.05,0.8330339512505863
CiteSeer,3,Degree,1.1,0.05,0.8308984140692461
CiteSeer,3,Degree_Adaptive,1.1,0.05,0.8339369784015531
CiteSeer,3,Betweenness,1.1,0.05,0.716158143344011
CiteSeer,3,Betweenness_Adaptive,1.1,0.05,0.7005299057732837
CiteSeer,4,Ours,1.1,0.05,0.04169380050005626
CiteSeer,4,Ours_Adaptive,1.1,0.05,0.0637180584294664
CiteSeer,4,PageRank,1.1,0.05,0.8313028088146562
CiteSeer,4,PageRank_Adaptive,1.1,0.05,0.8301776627570759
CiteSeer,4,Degree,1.1,0.05,0.838744368878653
CiteSeer,4,Degree_Adaptive,1.1,0.05,0.8369285391025579
CiteSeer,4,Betweenness,1.1,0.05,0.6882828440387486
CiteSeer,4,Betweenness_Adaptive,1.1,0.05,0.6916747501262369
CiteSeer,0,Ours,1.1,0.1,0.24414214514137123
CiteSeer,0,Ours_Adaptive,1.1,0.1,0.25431612362223394
CiteSeer,0,PageRank,1.1,0.1,0.7938596539561246
CiteSeer,0,PageRank_Adaptive,1.1,0.1,0.7940876443911112
CiteSeer,0,Degree,1.1,0.1,0.792516407327389
CiteSeer,0,Degree_Adaptive,1.1,0.1,0.794508549809548
CiteSeer,0,Betweenness,1.1,0.1,0.7089787027000668
CiteSeer,0,Betweenness_Adaptive,1.1,0.1,0.7167109103260315
CiteSeer,1,Ours,1.1,0.1,0.270771356983314
CiteSeer,1,Ours_Adaptive,1.1,0.1,0.2178112372269403
CiteSeer,1,PageRank,1.1,0.1,0.7840759377164451
CiteSeer,1,PageRank_Adaptive,1.1,0.1,0.7832557830640131
CiteSeer,1,Degree,1.1,0.1,0.7824805416425478
CiteSeer,1,Degree_Adaptive,1.1,0.1,0.7812535642458539
CiteSeer,1,Betweenness,1.1,0.1,0.6884276795839349
CiteSeer,1,Betweenness_Adaptive,1.1,0.1,0.6901044402066846
CiteSeer,2,Ours,1.1,0.1,0.1516716171133952
CiteSeer,2,Ours_Adaptive,1.1,0.1,0.07413545810580816
CiteSeer,2,PageRank,1.1,0.1,0.6989973510178246
CiteSeer,2,PageRank_Adaptive,1.1,0.1,0.6963330278340115
CiteSeer,2,Degree,1.1,0.1,0.6848991454434772
CiteSeer,2,Degree_Adaptive,1.1,0.1,0.6882068421233815
CiteSeer,2,Betweenness,1.1,0.1,0.6014795845738815
CiteSeer,2,Betweenness_Adaptive,1.1,0.1,0.5989458921488253
CiteSeer,3,Ours,1.1,0.1,0.14785841271376526
CiteSeer,3,Ours_Adaptive,1.1,0.1,0.1423277848880643
CiteSeer,3,PageRank,1.1,0.1,0.8372497050310453
CiteSeer,3,PageRank_Adaptive,1.1,0.1,0.8393193456365042
CiteSeer,3,Degree,1.1,0.1,0.8363865931687529
CiteSeer,3,Degree_Adaptive,1.1,0.1,0.8372416735072186
CiteSeer,3,Betweenness,1.1,0.1,0.7472261238525092
CiteSeer,3,Betweenness_Adaptive,1.1,0.1,0.7464292182105751
CiteSeer,4,Ours,1.1,0.1,0.20261082597475052
CiteSeer,4,Ours_Adaptive,1.1,0.1,0.232951829350125
CiteSeer,4,PageRank,1.1,0.1,0.844305038991064
CiteSeer,4,PageRank_Adaptive,1.1,0.1,0.8454352196325536
CiteSeer,4,Degree,1.1,0.1,0.8445455269797127
CiteSeer,4,Degree_Adaptive,1.1,0.1,0.8433145784838245
CiteSeer,4,Betweenness,1.1,0.1,0.721801785869437
CiteSeer,4,Betweenness_Adaptive,1.1,0.1,0.7185377774207963
CiteSeer,0,Ours,1.2,0.01,0.02705458342505346
CiteSeer,0,Ours_Adaptive,1.2,0.01,-0.03436515006375191
CiteSeer,0,PageRank,1.2,0.01,0.7372635347337037
CiteSeer,0,PageRank_Adaptive,1.2,0.01,0.7391941916746538
CiteSeer,0,Degree,1.2,0.01,0.763005627279707
CiteSeer,0,Degree_Adaptive,1.2,0.01,0.7627002126223816
CiteSeer,0,Betweenness,1.2,0.01,0.5014580044158892
CiteSeer,0,Betweenness_Adaptive,1.2,0.01,0.500572520062972
CiteSeer,1,Ours,1.2,0.01,0.034333843989455805
CiteSeer,1,Ours_Adaptive,1.2,0.01,0.007958117374771903
CiteSeer,1,PageRank,1.2,0.01,0.7288095021463585
CiteSeer,1,PageRank_Adaptive,1.2,0.01,0.7210911316212194
CiteSeer,1,Degree,1.2,0.01,0.7430801584410403
CiteSeer,1,Degree_Adaptive,1.2,0.01,0.7382825525894429
CiteSeer,1,Betweenness,1.2,0.01,0.4983800488713788
CiteSeer,1,Betweenness_Adaptive,1.2,0.01,0.5554737796192063
CiteSeer,2,Ours,1.2,0.01,0.07261355942670555
CiteSeer,2,Ours_Adaptive,1.2,0.01,0.1640420477970742
CiteSeer,2,PageRank,1.2,0.01,0.6839189513579857
CiteSeer,2,PageRank_Adaptive,1.2,0.01,0.6895923571992802
CiteSeer,2,Degree,1.2,0.01,0.6918976892558292
CiteSeer,2,Degree_Adaptive,1.2,0.01,0.6884478661073763
CiteSeer,2,Betweenness,1.2,0.01,0.46540339761876454
CiteSeer,2,Betweenness_Adaptive,1.2,0.01,0.49101819824708676
CiteSeer,3,Ours,1.2,0.01,-0.04444339878170086
CiteSeer,3,Ours_Adaptive,1.2,0.01,0.0073040561698823996
CiteSeer,3,PageRank,1.2,0.01,0.7911143528886619
CiteSeer,3,PageRank_Adaptive,1.2,0.01,0.7998627687770579
CiteSeer,3,Degree,1.2,0.01,0.8239136463439933
CiteSeer,3,Degree_Adaptive,1.2,0.01,0.8282207892977342
CiteSeer,3,Betweenness,1.2,0.01,0.5072994653465156
CiteSeer,3,Betweenness_Adaptive,1.2,0.01,0.5057780017137512
CiteSeer,4,Ours,1.2,0.01,-0.05167374756746719
CiteSeer,4,Ours_Adaptive,1.2,0.01,-0.024911139125432365
CiteSeer,4,PageRank,1.2,0.01,0.7880893728406898
CiteSeer,4,PageRank_Adaptive,1.2,0.01,0.780748720939626
CiteSeer,4,Degree,1.2,0.01,0.7967106629867513
CiteSeer,4,Degree_Adaptive,1.2,0.01,0.8011301204596837
CiteSeer,4,Betweenness,1.2,0.01,0.4832635670562631
CiteSeer,4,Betweenness_Adaptive,1.2,0.01,0.48410870205969586
CiteSeer,0,Ours,1.2,0.05,0.12862529274419138
CiteSeer,0,Ours_Adaptive,1.2,0.05,0.1410031241701688
CiteSeer,0,PageRank,1.2,0.05,0.8206896878353082
CiteSeer,0,PageRank_Adaptive,1.2,0.05,0.8211753252405378
CiteSeer,0,Degree,1.2,0.05,0.8165084682244278
CiteSeer,0,Degree_Adaptive,1.2,0.05,0.8177403289596448
CiteSeer,0,Betweenness,1.2,0.05,0.6887550845340948
CiteSeer,0,Betweenness_Adaptive,1.2,0.05,0.6832604765800103
CiteSeer,1,Ours,1.2,0.05,0.14789355533975576
CiteSeer,1,Ours_Adaptive,1.2,0.05,0.10624463258603892
CiteSeer,1,PageRank,1.2,0.05,0.8073454021630901
CiteSeer,1,PageRank_Adaptive,1.2,0.05,0.8063343346749924
CiteSeer,1,Degree,1.2,0.05,0.8054359149991942
CiteSeer,1,Degree_Adaptive,1.2,0.05,0.8037895238963546
CiteSeer,1,Betweenness,1.2,0.05,0.6796585417987471
CiteSeer,1,Betweenness_Adaptive,1.2,0.05,0.6709487435579051
CiteSeer,2,Ours,1.2,0.05,0.12437027516040332
CiteSeer,2,Ours_Adaptive,1.2,0.05,0.10234740198288944
CiteSeer,2,PageRank,1.2,0.05,0.7365819386819377
CiteSeer,2,PageRank_Adaptive,1.2,0.05,0.7346226561944431
CiteSeer,2,Degree,1.2,0.05,0.7301929740488031
CiteSeer,2,Degree_Adaptive,1.2,0.05,0.7297670430732609
CiteSeer,2,Betweenness,1.2,0.05,0.631272970895277
CiteSeer,2,Betweenness_Adaptive,1.2,0.05,0.6220190600161264
CiteSeer,3,Ours,1.2,0.05,0.06574974624096856
CiteSeer,3,Ours_Adaptive,1.2,0.05,0.057948978573347125
CiteSeer,3,PageRank,1.2,0.05,0.863971270313008
CiteSeer,3,PageRank_Adaptive,1.2,0.05,0.8648172733788478
CiteSeer,3,Degree,1.2,0.05,0.8663762003765754
CiteSeer,3,Degree_Adaptive,1.2,0.05,0.8644370472818411
CiteSeer,3,Betweenness,1.2,0.05,0.7410971621068129
CiteSeer,3,Betweenness_Adaptive,1.2,0.05,0.7328163231090243
CiteSeer,4,Ours,1.2,0.05,0.03166062045318428
CiteSeer,4,Ours_Adaptive,1.2,0.05,-0.044735013289758235
CiteSeer,4,PageRank,1.2,0.05,0.8578338041760692
CiteSeer,4,PageRank_Adaptive,1.2,0.05,0.8558332939340446
CiteSeer,4,Degree,1.2,0.05,0.8605890523730395
CiteSeer,4,Degree_Adaptive,1.2,0.05,0.862653215213674
CiteSeer,4,Betweenness,1.2,0.05,0.687971507455923
CiteSeer,4,Betweenness_Adaptive,1.2,0.05,0.6731153467623582
CiteSeer,0,Ours,1.2,0.1,0.25654808702952264
CiteSeer,0,Ours_Adaptive,1.2,0.1,0.22744768031845
CiteSeer,0,PageRank,1.2,0.1,0.832404488588601
CiteSeer,0,PageRank_Adaptive,1.2,0.1,0.8314620175637969
CiteSeer,0,Degree,1.2,0.1,0.8309282864189358
CiteSeer,0,Degree_Adaptive,1.2,0.1,0.8275738102921155
CiteSeer,0,Betweenness,1.2,0.1,0.7461000528788762
CiteSeer,0,Betweenness_Adaptive,1.2,0.1,0.7368709302250243
CiteSeer,1,Ours,1.2,0.1,0.19181441827958914
CiteSeer,1,Ours_Adaptive,1.2,0.1,0.2695041943830989
CiteSeer,1,PageRank,1.2,0.1,0.828868838330688
CiteSeer,1,PageRank_Adaptive,1.2,0.1,0.8290654075610517
CiteSeer,1,Degree,1.2,0.1,0.8278177946907834
CiteSeer,1,Degree_Adaptive,1.2,0.1,0.8276287472421936
CiteSeer,1,Betweenness,1.2,0.1,0.7121628781318202
CiteSeer,1,Betweenness_Adaptive,1.2,0.1,0.726315862718016
CiteSeer,2,Ours,1.2,0.1,0.19357494898548636
CiteSeer,2,Ours_Adaptive,1.2,0.1,0.14497840484714516
CiteSeer,2,PageRank,1.2,0.1,0.7551317059234446
CiteSeer,2,PageRank_Adaptive,1.2,0.1,0.7577440825734374
CiteSeer,2,Degree,1.2,0.1,0.7472293059952696
CiteSeer,2,Degree_Adaptive,1.2,0.1,0.7491026135265899
CiteSeer,2,Betweenness,1.2,0.1,0.6615162251417044
CiteSeer,2,Betweenness_Adaptive,1.2,0.1,0.6511098965632238
CiteSeer,3,Ours,1.2,0.1,0.14060762507734936
CiteSeer,3,Ours_Adaptive,1.2,0.1,0.12876295540927712
CiteSeer,3,PageRank,1.2,0.1,0.8701727579551872
CiteSeer,3,PageRank_Adaptive,1.2,0.1,0.870781119710398
CiteSeer,3,Degree,1.2,0.1,0.8701032925349115
CiteSeer,3,Degree_Adaptive,1.2,0.1,0.8671725852850753
CiteSeer,3,Betweenness,1.2,0.1,0.7624302012136032
CiteSeer,3,Betweenness_Adaptive,1.2,0.1,0.7778848429876416
CiteSeer,4,Ours,1.2,0.1,0.16070178019036108
CiteSeer,4,Ours_Adaptive,1.2,0.1,0.1794766970932609
CiteSeer,4,PageRank,1.2,0.1,0.8699415001924024
CiteSeer,4,PageRank_Adaptive,1.2,0.1,0.8685120923720411
CiteSeer,4,Degree,1.2,0.1,0.8670384475591737
CiteSeer,4,Degree_Adaptive,1.2,0.1,0.8680637320209091
CiteSeer,4,Betweenness,1.2,0.1,0.7273372879409377
CiteSeer,4,Betweenness_Adaptive,1.2,0.1,0.7300864977588055
CiteSeer,0,Ours,1.5,0.01,0.0487486705133671
CiteSeer,0,Ours_Adaptive,1.5,0.01,0.05586194123587882
CiteSeer,0,PageRank,1.5,0.01,0.7787473471190933
CiteSeer,0,PageRank_Adaptive,1.5,0.01,0.7724295517546584
CiteSeer,0,Degree,1.5,0.01,0.8164704301012738
CiteSeer,0,Degree_Adaptive,1.5,0.01,0.8168211094915464
CiteSeer,0,Betweenness,1.5,0.01,0.5174117697009439
CiteSeer,0,Betweenness_Adaptive,1.5,0.01,0.5241678586398243
CiteSeer,1,Ours,1.5,0.01,-0.004226422301461209
CiteSeer,1,Ours_Adaptive,1.5,0.01,0.013832680445430528
CiteSeer,1,PageRank,1.5,0.01,0.7642917580798579
CiteSeer,1,PageRank_Adaptive,1.5,0.01,0.7703514570082168
CiteSeer,1,Degree,1.5,0.01,0.7935048521035222
CiteSeer,1,Degree_Adaptive,1.5,0.01,0.7877669553684783
CiteSeer,1,Betweenness,1.5,0.01,0.49297978346836924
CiteSeer,1,Betweenness_Adaptive,1.5,0.01,0.5411573897997783
CiteSeer,2,Ours,1.5,0.01,0.08628905793104531
CiteSeer,2,Ours_Adaptive,1.5,0.01,0.11184861169053392
CiteSeer,2,PageRank,1.5,0.01,0.7857166726513781
CiteSeer,2,PageRank_Adaptive,1.5,0.01,0.7898799322628088
CiteSeer,2,Degree,1.5,0.01,0.7973563202291373
CiteSeer,2,Degree_Adaptive,1.5,0.01,0.7933519636563109
CiteSeer,2,Betweenness,1.5,0.01,0.5582870999193883
CiteSeer,2,Betweenness_Adaptive,1.5,0.01,0.5509438534384359
CiteSeer,3,Ours,1.5,0.01,0.03762086708783346
CiteSeer,3,Ours_Adaptive,1.5,0.01,0.059640604271098206
CiteSeer,3,PageRank,1.5,0.01,0.8376019064334065
CiteSeer,3,PageRank_Adaptive,1.5,0.01,0.8310447211152512
CiteSeer,3,Degree,1.5,0.01,0.8675524742651276
CiteSeer,3,Degree_Adaptive,1.5,0.01,0.8750538147003842
CiteSeer,3,Betweenness,1.5,0.01,0.5152232069030431
CiteSeer,3,Betweenness_Adaptive,1.5,0.01,0.5132604818382169
CiteSeer,4,Ours,1.5,0.01,0.0016943194302547957
CiteSeer,4,Ours_Adaptive,1.5,0.01,-0.034216804867725964
CiteSeer,4,PageRank,1.5,0.01,0.8179817530434222
CiteSeer,4,PageRank_Adaptive,1.5,0.01,0.829435397924065
CiteSeer,4,Degree,1.5,0.01,0.843841575208945
CiteSeer,4,Degree_Adaptive,1.5,0.01,0.8463159986727236
CiteSeer,4,Betweenness,1.5,0.01,0.5207117791251296
CiteSeer,4,Betweenness_Adaptive,1.5,0.01,0.4981562718059469
CiteSeer,0,Ours,1.5,0.05,0.1835011667374876
CiteSeer,0,Ours_Adaptive,1.5,0.05,0.15100468096433944
CiteSeer,0,PageRank,1.5,0.05,0.8917095618754199
CiteSeer,0,PageRank_Adaptive,1.5,0.05,0.8919513450711958
CiteSeer,0,Degree,1.5,0.05,0.8934080888257443
CiteSeer,0,Degree_Adaptive,1.5,0.05,0.8921749945272882
CiteSeer,0,Betweenness,1.5,0.05,0.7262957748228864
CiteSeer,0,Betweenness_Adaptive,1.5,0.05,0.7267478322341372
CiteSeer,1,Ours,1.5,0.05,0.1113854504074901
CiteSeer,1,Ours_Adaptive,1.5,0.05,0.14047716688412692
CiteSeer,1,PageRank,1.5,0.05,0.8887915461981855
CiteSeer,1,PageRank_Adaptive,1.5,0.05,0.8858301029022173
CiteSeer,1,Degree,1.5,0.05,0.8879086950196269
CiteSeer,1,Degree_Adaptive,1.5,0.05,0.888359865647764
CiteSeer,1,Betweenness,1.5,0.05,0.7329897152616208
CiteSeer,1,Betweenness_Adaptive,1.5,0.05,0.72725827550902
CiteSeer,2,Ours,1.5,0.05,0.16471584373435982
CiteSeer,2,Ours_Adaptive,1.5,0.05,0.16332145641904894
CiteSeer,2,PageRank,1.5,0.05,0.8528599277134221
CiteSeer,2,PageRank_Adaptive,1.5,0.05,0.8512206511258599
CiteSeer,2,Degree,1.5,0.05,0.8495068619661356
CiteSeer,2,Degree_Adaptive,1.5,0.05,0.8471721347050619
CiteSeer,2,Betweenness,1.5,0.05,0.729329412465889
CiteSeer,2,Betweenness_Adaptive,1.5,0.05,0.7205534873001512
CiteSeer,3,Ours,1.5,0.05,0.17869131435530838
CiteSeer,3,Ours_Adaptive,1.5,0.05,0.14563044603973352
CiteSeer,3,PageRank,1.5,0.05,0.920141152944551
CiteSeer,3,PageRank_Adaptive,1.5,0.05,0.9210171897777978
CiteSeer,3,Degree,1.5,0.05,0.9230596886987917
CiteSeer,3,Degree_Adaptive,1.5,0.05,0.9228787680484474
CiteSeer,3,Betweenness,1.5,0.05,0.7650877997270399
CiteSeer,3,Betweenness_Adaptive,1.5,0.05,0.7722597941527884
CiteSeer,4,Ours,1.5,0.05,0.048077545944124236
CiteSeer,4,Ours_Adaptive,1.5,0.05,0.027929727081986
CiteSeer,4,PageRank,1.5,0.05,0.9140363856877101
CiteSeer,4,PageRank_Adaptive,1.5,0.05,0.9124371510345385
CiteSeer,4,Degree,1.5,0.05,0.9189069892325543
CiteSeer,4,Degree_Adaptive,1.5,0.05,0.9182600054127528
CiteSeer,4,Betweenness,1.5,0.05,0.73361932158978
CiteSeer,4,Betweenness_Adaptive,1.5,0.05,0.7383211467468501
CiteSeer,0,Ours,1.5,0.1,0.2661213142704732
CiteSeer,0,Ours_Adaptive,1.5,0.1,0.29025402616511886
CiteSeer,0,PageRank,1.5,0.1,0.9064225110015155
CiteSeer,0,PageRank_Adaptive,1.5,0.1,0.9052234138148567
CiteSeer,0,Degree,1.5,0.1,0.903529169565068
CiteSeer,0,Degree_Adaptive,1.5,0.1,0.9049212865017349
CiteSeer,0,Betweenness,1.5,0.1,0.8042089798616537
CiteSeer,0,Betweenness_Adaptive,1.5,0.1,0.8114338546877234
CiteSeer,1,Ours,1.5,0.1,0.24991117434627344
CiteSeer,1,Ours_Adaptive,1.5,0.1,0.2671766214228565
CiteSeer,1,PageRank,1.5,0.1,0.9062707282059916
CiteSeer,1,PageRank_Adaptive,1.5,0.1,0.90658103850143
CiteSeer,1,Degree,1.5,0.1,0.9058444209667821
CiteSeer,1,Degree_Adaptive,1.5,0.1,0.9057372900314522
CiteSeer,1,Betweenness,1.5,0.1,0.788766562999975
CiteSeer,1,Betweenness_Adaptive,1.5,0.1,0.7999170462827291
CiteSeer,2,Ours,1.5,0.1,0.23488178118652037
CiteSeer,2,Ours_Adaptive,1.5,0.1,0.2696517308500112
CiteSeer,2,PageRank,1.5,0.1,0.8697844005854602
CiteSeer,2,PageRank_Adaptive,1.5,0.1,0.8709986795392101
CiteSeer,2,Degree,1.5,0.1,0.8661886132007172
CiteSeer,2,Degree_Adaptive,1.5,0.1,0.8649869829860689
CiteSeer,2,Betweenness,1.5,0.1,0.7673500275581981
CiteSeer,2,Betweenness_Adaptive,1.5,0.1,0.7663484644783687
CiteSeer,3,Ours,1.5,0.1,0.23477182156213505
CiteSeer,3,Ours_Adaptive,1.5,0.1,0.23681297761730327
CiteSeer,3,PageRank,1.5,0.1,0.9300679833647661
CiteSeer,3,PageRank_Adaptive,1.5,0.1,0.9299765708256447
CiteSeer,3,Degree,1.5,0.1,0.9286722133008172
CiteSeer,3,Degree_Adaptive,1.5,0.1,0.9288569833267009
CiteSeer,3,Betweenness,1.5,0.1,0.8299867705874816
CiteSeer,3,Betweenness_Adaptive,1.5,0.1,0.8203859147425363
CiteSeer,4,Ours,1.5,0.1,0.22039660374829004
CiteSeer,4,Ours_Adaptive,1.5,0.1,0.22217952078359862
CiteSeer,4,PageRank,1.5,0.1,0.9276965541230513
CiteSeer,4,PageRank_Adaptive,1.5,0.1,0.9270057372660657
CiteSeer,4,Degree,1.5,0.1,0.9273013316113718
CiteSeer,4,Degree_Adaptive,1.5,0.1,0.9258628994526082
CiteSeer,4,Betweenness,1.5,0.1,0.7809266564505679
CiteSeer,4,Betweenness_Adaptive,1.5,0.1,0.7871866165041854
CiteSeer,0,Ours,2.0,0.01,0.07539801922409448
CiteSeer,0,Ours_Adaptive,2.0,0.01,0.06807212821819016
CiteSeer,0,PageRank,2.0,0.01,0.7088417691345587
CiteSeer,0,PageRank_Adaptive,2.0,0.01,0.7158506636912126
CiteSeer,0,Degree,2.0,0.01,0.7796533682851746
CiteSeer,0,Degree_Adaptive,2.0,0.01,0.7832983315381828
CiteSeer,0,Betweenness,2.0,0.01,0.5729772324290879
CiteSeer,0,Betweenness_Adaptive,2.0,0.01,0.5626139996894652
CiteSeer,1,Ours,2.0,0.01,0.03198249076948914
CiteSeer,1,Ours_Adaptive,2.0,0.01,0.005364988136522268
CiteSeer,1,PageRank,2.0,0.01,0.7083314712065633
CiteSeer,1,PageRank_Adaptive,2.0,0.01,0.7016669332409387
CiteSeer,1,Degree,2.0,0.01,0.7456687563703548
CiteSeer,1,Degree_Adaptive,2.0,0.01,0.7466288524583449
CiteSeer,1,Betweenness,2.0,0.01,0.5736702521555679
CiteSeer,1,Betweenness_Adaptive,2.0,0.01,0.5589436169994623
CiteSeer,2,Ours,2.0,0.01,0.09288295201452883
CiteSeer,2,Ours_Adaptive,2.0,0.01,0.10540765865401805
CiteSeer,2,PageRank,2.0,0.01,0.8029669337352691
CiteSeer,2,PageRank_Adaptive,2.0,0.01,0.8046228704012136
CiteSeer,2,Degree,2.0,0.01,0.8282563769218521
CiteSeer,2,Degree_Adaptive,2.0,0.01,0.8223446290851248
CiteSeer,2,Betweenness,2.0,0.01,0.6657988178025338
CiteSeer,2,Betweenness_Adaptive,2.0,0.01,0.6438144646715952
CiteSeer,3,Ours,2.0,0.01,0.06437698548836358
CiteSeer,3,Ours_Adaptive,2.0,0.01,0.07190818527842763
CiteSeer,3,PageRank,2.0,0.01,0.7705391606960772
CiteSeer,3,PageRank_Adaptive,2.0,0.01,0.7568080147593604
CiteSeer,3,Degree,2.0,0.01,0.8316146450103477
CiteSeer,3,Degree_Adaptive,2.0,0.01,0.8281877847868231
CiteSeer,3,Betweenness,2.0,0.01,0.5454460428845315
CiteSeer,3,Betweenness_Adaptive,2.0,0.01,0.5468715779474479
CiteSeer,4,Ours,2.0,0.01,0.0006736860168609606
CiteSeer,4,Ours_Adaptive,2.0,0.01,0.013152535157049587
CiteSeer,4,PageRank,2.0,0.01,0.7613951095616409
CiteSeer,4,PageRank_Adaptive,2.0,0.01,0.7623993825240527
CiteSeer,4,Degree,2.0,0.01,0.8057174494122842
CiteSeer,4,Degree_Adaptive,2.0,0.01,0.8073965682188643
CiteSeer,4,Betweenness,2.0,0.01,0.5888528346696764
CiteSeer,4,Betweenness_Adaptive,2.0,0.01,0.592357613560502
CiteSeer,0,Ours,2.0,0.05,0.21563934725570552
CiteSeer,0,Ours_Adaptive,2.0,0.05,0.21414070907940846
CiteSeer,0,PageRank,2.0,0.05,0.9411620689095056
CiteSeer,0,PageRank_Adaptive,2.0,0.05,0.9422267473612596
CiteSeer,0,Degree,2.0,0.05,0.9452005044161584
CiteSeer,0,Degree_Adaptive,2.0,0.05,0.9460334317394056
CiteSeer,0,Betweenness,2.0,0.05,0.7825675022931218
CiteSeer,0,Betweenness_Adaptive,2.0,0.05,0.7789151152483748
CiteSeer,1,Ours,2.0,0.05,0.14878944423984458
CiteSeer,1,Ours_Adaptive,2.0,0.05,0.16802633195085068
CiteSeer,1,PageRank,2.0,0.05,0.9430016275051584
CiteSeer,1,PageRank_Adaptive,2.0,0.05,0.9412287418197953
CiteSeer,1,Degree,2.0,0.05,0.9461294316907248
CiteSeer,1,Degree_Adaptive,2.0,0.05,0.9476515808426498
CiteSeer,1,Betweenness,2.0,0.05,0.7701144865446076
CiteSeer,1,Betweenness_Adaptive,2.0,0.05,0.7807645399551241
CiteSeer,2,Ours,2.0,0.05,0.22669177558761514
CiteSeer,2,Ours_Adaptive,2.0,0.05,0.21683484772102332
CiteSeer,2,PageRank,2.0,0.05,0.9329413967943291
CiteSeer,2,PageRank_Adaptive,2.0,0.05,0.9332505351382844
CiteSeer,2,Degree,2.0,0.05,0.9315643259894377
CiteSeer,2,Degree_Adaptive,2.0,0.05,0.9323174994092559
CiteSeer,2,Betweenness,2.0,0.05,0.8155278434115504
CiteSeer,2,Betweenness_Adaptive,2.0,0.05,0.8176548335484288
CiteSeer,3,Ours,2.0,0.05,0.20983544483611072
CiteSeer,3,Ours_Adaptive,2.0,0.05,0.21004670351897944
CiteSeer,3,PageRank,2.0,0.05,0.9525169785788842
CiteSeer,3,PageRank_Adaptive,2.0,0.05,0.9531816067618701
CiteSeer,3,Degree,2.0,0.05,0.9596860472112143
CiteSeer,3,Degree_Adaptive,2.0,0.05,0.9582595281843178
CiteSeer,3,Betweenness,2.0,0.05,0.7925815958912239
CiteSeer,3,Betweenness_Adaptive,2.0,0.05,0.7932934757924605
CiteSeer,4,Ours,2.0,0.05,0.14957207444274034
CiteSeer,4,Ours_Adaptive,2.0,0.05,0.14034965626139384
CiteSeer,4,PageRank,2.0,0.05,0.9526510767225942
CiteSeer,4,PageRank_Adaptive,2.0,0.05,0.9511778450713212
CiteSeer,4,Degree,2.0,0.05,0.9594456627935011
CiteSeer,4,Degree_Adaptive,2.0,0.05,0.9601232103689685
CiteSeer,4,Betweenness,2.0,0.05,0.7915442749904805
CiteSeer,4,Betweenness_Adaptive,2.0,0.05,0.7849374685486274
CiteSeer,0,Ours,2.0,0.1,0.37594709231047974
CiteSeer,0,Ours_Adaptive,2.0,0.1,0.37375317332652774
CiteSeer,0,PageRank,2.0,0.1,0.9570217739898899
CiteSeer,0,PageRank_Adaptive,2.0,0.1,0.9575169761698835
CiteSeer,0,Degree,2.0,0.1,0.956079191352246
