dataset,seed,method,beta_scale,ratio,Delta_I
CS,2,Ours_Adaptive,1.0,0.01,0.1603127230108279
CS,2,PageRank,1.0,0.01,0.905369573090856
CS,2,PageRank_Adaptive,1.0,0.01,0.9040014368643461
CS,2,Degree,1.0,0.01,0.9132307754180041
CS,2,Degree_Adaptive,1.0,0.01,0.915351546025531
CS,2,Betweenness,1.0,0.01,0.8446262381110614
CS,2,Betweenness_Adaptive,1.0,0.01,0.8342073545399484
CS,3,Ours,1.0,0.01,0.14726614031112445
CS,3,Ours_Adaptive,1.0,0.01,0.11042049283518597
CS,3,PageRank,1.0,0.01,0.9094737749113803
CS,3,PageRank_Adaptive,1.0,0.01,0.9140749342457397
CS,3,Degree,1.0,0.01,0.9213339061148536
CS,3,Degree_Adaptive,1.0,0.01,0.9227992103862136
CS,3,Betweenness,1.0,0.01,0.8554445769908042
CS,3,Betweenness_Adaptive,1.0,0.01,0.8556784021404894
CS,4,Ours,1.0,0.01,0.16130947165676582
CS,4,Ours_Adaptive,1.0,0.01,0.23928563247799722
CS,4,PageRank,1.0,0.01,0.9098799165288154
CS,4,PageRank_Adaptive,1.0,0.01,0.9118231133248402
CS,4,Degree,1.0,0.01,0.9208221628745219
CS,4,Degree_Adaptive,1.0,0.01,0.920019417759355
CS,4,Betweenness,1.0,0.01,0.8527523409182651
CS,4,Betweenness_Adaptive,1.0,0.01,0.8539322727838189
CS,0,Ours,1.0,0.05,0.48865333567972596
CS,0,Ours_Adaptive,1.0,0.05,0.47135528160993156
CS,0,PageRank,1.0,0.05,0.9439562741533414
CS,0,PageRank_Adaptive,1.0,0.05,0.9435844247658104
CS,0,Degree,1.0,0.05,0.9434840254311769
CS,0,Degree_Adaptive,1.0,0.05,0.9434765884434264
CS,0,Betweenness,1.0,0.05,0.931254244090176
CS,0,Betweenness_Adaptive,1.0,0.05,0.929657055133259
CS,1,Ours,1.0,0.05,0.4761280505209597
CS,1,Ours_Adaptive,1.0,0.05,0.5376147478841928
CS,1,PageRank,1.0,0.05,0.9372361888997083
CS,1,PageRank_Adaptive,1.0,0.05,0.9365157614168917
CS,1,Degree,1.0,0.05,0.9397656898393759
CS,1,Degree_Adaptive,1.0,0.05,0.9396751218129645
CS,1,Betweenness,1.0,0.05,0.92392321644392
CS,1,Betweenness_Adaptive,1.0,0.05,0.9243352393531888
CS,2,Ours,1.0,0.05,0.5610617544214128
CS,2,Ours_Adaptive,1.0,0.05,0.49769901469391425
CS,2,PageRank,1.0,0.05,0.9442366343037915
CS,2,PageRank_Adaptive,1.0,0.05,0.9444807983698895
CS,2,Degree,1.0,0.05,0.9466493975995661
CS,2,Degree_Adaptive,1.0,0.05,0.945165884142979
CS,2,Betweenness,1.0,0.05,0.9355213336111248
CS,2,Betweenness_Adaptive,1.0,0.05,0.935307690053289
CS,3,Ours,1.0,0.05,0.5758279158634367
CS,3,Ours_Adaptive,1.0,0.05,0.5427666467209797
CS,3,PageRank,1.0,0.05,0.955100433082083
CS,3,PageRank_Adaptive,1.0,0.05,0.9550299279444425
CS,3,Degree,1.0,0.05,0.9566279643918006
CS,3,Degree_Adaptive,1.0,0.05,0.9558589483543517
CS,3,Betweenness,1.0,0.05,0.9521092867330675
CS,3,Betweenness_Adaptive,1.0,0.05,0.9505226937002248
CS,4,Ours,1.0,0.05,0.5664662776443994
CS,4,Ours_Adaptive,1.0,0.05,0.5735094663660838
CS,4,PageRank,1.0,0.05,0.9489203849196477
CS,4,PageRank_Adaptive,1.0,0.05,0.9502548684999689
CS,4,Degree,1.0,0.05,0.9516517294653607
CS,4,Degree_Adaptive,1.0,0.05,0.9517253157513713
CS,4,Betweenness,1.0,0.05,0.9424677178710346
CS,4,Betweenness_Adaptive,1.0,0.05,0.9405756799451389
CS,0,Ours,1.0,0.1,0.7270319958257258
CS,0,Ours_Adaptive,1.0,0.1,0.7087482965412016
CS,0,PageRank,1.0,0.1,0.9490320526673688
CS,0,PageRank_Adaptive,1.0,0.1,0.9483470915937902
CS,0,Degree,1.0,0.1,0.9489631650471491
CS,0,Degree_Adaptive,1.0,0.1,0.9483492355927957
CS,0,Betweenness,1.0,0.1,0.9439106915647009
CS,0,Betweenness_Adaptive,1.0,0.1,0.9432884657663699
CS,1,Ours,1.0,0.1,0.7139217660073878
CS,1,Ours_Adaptive,1.0,0.1,0.7188758239079941
CS,1,PageRank,1.0,0.1,0.9448566401999131
CS,1,PageRank_Adaptive,1.0,0.1,0.9451927389178117
CS,1,Degree,1.0,0.1,0.944846507009198
CS,1,Degree_Adaptive,1.0,0.1,0.9447584530760875
CS,1,Betweenness,1.0,0.1,0.936769524135906
CS,1,Betweenness_Adaptive,1.0,0.1,0.9361429697358727
CS,2,Ours,1.0,0.1,0.7488646925998949
CS,2,Ours_Adaptive,1.0,0.1,0.7752945093622254
CS,2,PageRank,1.0,0.1,0.9520838232749208
CS,2,PageRank_Adaptive,1.0,0.1,0.9519301001034028
CS,2,Degree,1.0,0.1,0.951289014718131
CS,2,Degree_Adaptive,1.0,0.1,0.9512739263671357
CS,2,Betweenness,1.0,0.1,0.9459665579035426
CS,2,Betweenness_Adaptive,1.0,0.1,0.9465232688541291
CS,3,Ours,1.0,0.1,0.7328708354686433
CS,3,Ours_Adaptive,1.0,0.1,0.7373449786723096
CS,3,PageRank,1.0,0.1,0.9598909880960266
CS,3,PageRank_Adaptive,1.0,0.1,0.9595047055227373
CS,3,Degree,1.0,0.1,0.9603865886022702
CS,3,Degree_Adaptive,1.0,0.1,0.9606691638143742
CS,3,Betweenness,1.0,0.1,0.9583507626423401
CS,3,Betweenness_Adaptive,1.0,0.1,0.9583443404784288
CS,4,Ours,1.0,0.1,0.7698945830172448
CS,4,Ours_Adaptive,1.0,0.1,0.7498819252408342
CS,4,PageRank,1.0,0.1,0.9569281111443183
CS,4,PageRank_Adaptive,1.0,0.1,0.9572125244382481
CS,4,Degree,1.0,0.1,0.9574094679147993
CS,4,Degree_Adaptive,1.0,0.1,0.9570420946818088
CS,4,Betweenness,1.0,0.1,0.9508774320906571
CS,4,Betweenness_Adaptive,1.0,0.1,0.9505729425642144
CS,0,Ours,1.1,0.01,0.1661829625411753
CS,0,Ours_Adaptive,1.1,0.01,0.15038385172588442
CS,0,PageRank,1.1,0.01,0.949185812960825
CS,0,PageRank_Adaptive,1.1,0.01,0.9513648909651489
CS,0,Degree,1.1,0.01,0.9637380159349108
CS,0,Degree_Adaptive,1.1,0.01,0.9620005315127532
CS,0,Betweenness,1.1,0.01,0.8951298331533217
CS,0,Betweenness_Adaptive,1.1,0.01,0.8820383990699243
CS,1,Ours,1.1,0.01,0.02219913508297044
CS,1,Ours_Adaptive,1.1,0.01,0.05327517414350077
CS,1,PageRank,1.1,0.01,0.9492155675667813
CS,1,PageRank_Adaptive,1.1,0.01,0.948294664237059
CS,1,Degree,1.1,0.01,0.9595401958185562
CS,1,Degree_Adaptive,1.1,0.01,0.9576780838976263
CS,1,Betweenness,1.1,0.01,0.8821222059102904
CS,1,Betweenness_Adaptive,1.1,0.01,0.8781543189306054
CS,2,Ours,1.1,0.01,0.16211547286242486
CS,2,Ours_Adaptive,1.1,0.01,0.18277830476087062
CS,2,PageRank,1.1,0.01,0.9528285661220653
CS,2,PageRank_Adaptive,1.1,0.01,0.9552786093616207
CS,2,Degree,1.1,0.01,0.9620943303047873
CS,2,Degree_Adaptive,1.1,0.01,0.9612434952806367
CS,2,Betweenness,1.1,0.01,0.8840485494708319
CS,2,Betweenness_Adaptive,1.1,0.01,0.8795934687953796
CS,3,Ours,1.1,0.01,0.13313164728426352
CS,3,Ours_Adaptive,1.1,0.01,0.10152077650619104
CS,3,PageRank,1.1,0.01,0.9520085719488001
CS,3,PageRank_Adaptive,1.1,0.01,0.9514608057156863
CS,3,Degree,1.1,0.01,0.9630665444571442
CS,3,Degree_Adaptive,1.1,0.01,0.9600860242721948
CS,3,Betweenness,1.1,0.01,0.8911169364984218
CS,3,Betweenness_Adaptive,1.1,0.01,0.8755396592763299
CS,4,Ours,1.1,0.01,0.15903386057511615
CS,4,Ours_Adaptive,1.1,0.01,0.13469732726907677
CS,4,PageRank,1.1,0.01,0.9557760971497187
CS,4,PageRank_Adaptive,1.1,0.01,0.9537568960258032
CS,4,Degree,1.1,0.01,0.9644846070249303
CS,4,Degree_Adaptive,1.1,0.01,0.9634674861608351
CS,4,Betweenness,1.1,0.01,0.8849243776645045
CS,4,Betweenness_Adaptive,1.1,0.01,0.8848740524103016
CS,0,Ours,1.1,0.05,0.49991223434227333
CS,0,Ours_Adaptive,1.1,0.05,0.5035691693354468
CS,0,PageRank,1.1,0.05,0.9807433119033396
CS,0,PageRank_Adaptive,1.1,0.05,0.9805739253362448
CS,0,Degree,1.1,0.05,0.9809209325396684
CS,0,Degree_Adaptive,1.1,0.05,0.9806774393494695
CS,0,Betweenness,1.1,0.05,0.9743713549922761
CS,0,Betweenness_Adaptive,1.1,0.05,0.9743510547980238
CS,1,Ours,1.1,0.05,0.5227923647163706
CS,1,Ours_Adaptive,1.1,0.05,0.4981685901408024
CS,1,PageRank,1.1,0.05,0.9773192378777561
CS,1,PageRank_Adaptive,1.1,0.05,0.977607152174256
CS,1,Degree,1.1,0.05,0.978907720143127
CS,1,Degree_Adaptive,1.1,0.05,0.978337649836057
CS,1,Betweenness,1.1,0.05,0.9695218562254495
CS,1,Betweenness_Adaptive,1.1,0.05,0.9707678213159843
CS,2,Ours,1.1,0.05,0.4995213539984106
CS,2,Ours_Adaptive,1.1,0.05,0.502501403524614
CS,2,PageRank,1.1,0.05,0.980770102886422
CS,2,PageRank_Adaptive,1.1,0.05,0.981119393490493
CS,2,Degree,1.1,0.05,0.9816564502312651
CS,2,Degree_Adaptive,1.1,0.05,0.9816273123978412
CS,2,Betweenness,1.1,0.05,0.9769236335737002
CS,2,Betweenness_Adaptive,1.1,0.05,0.9773594457035503
CS,3,Ours,1.1,0.05,0.48390190452377146
CS,3,Ours_Adaptive,1.1,0.05,0.48677261269803684
CS,3,PageRank,1.1,0.05,0.9820872752811254
CS,3,PageRank_Adaptive,1.1,0.05,0.982379005681333
CS,3,Degree,1.1,0.05,0.9831648415155803
CS,3,Degree_Adaptive,1.1,0.05,0.9830417354247124
CS,3,Betweenness,1.1,0.05,0.9803770842320586
CS,3,Betweenness_Adaptive,1.1,0.05,0.9801460002949766
CS,4,Ours,1.1,0.05,0.5315997046734819
CS,4,Ours_Adaptive,1.1,0.05,0.5203036972883419
CS,4,PageRank,1.1,0.05,0.9805349369879427
CS,4,PageRank_Adaptive,1.1,0.05,0.980929745294021
CS,4,Degree,1.1,0.05,0.9822785373652058
CS,4,Degree_Adaptive,1.1,0.05,0.9824694593195723
CS,4,Betweenness,1.1,0.05,0.9756410248604838
CS,4,Betweenness_Adaptive,1.1,0.05,0.9768154909953491
CS,0,Ours,1.1,0.1,0.7543873041943553
CS,0,Ours_Adaptive,1.1,0.1,0.7745590693903537
CS,0,PageRank,1.1,0.1,0.9830608628216998
CS,0,PageRank_Adaptive,1.1,0.1,0.9829778244551018
CS,0,Degree,1.1,0.1,0.9832397521153668
CS,0,Degree_Adaptive,1.1,0.1,0.983079661457604
CS,0,Betweenness,1.1,0.1,0.9810181661842798
CS,0,Betweenness_Adaptive,1.1,0.1,0.9808659488375544
CS,1,Ours,1.1,0.1,0.7289555409984342
CS,1,Ours_Adaptive,1.1,0.1,0.7244370368333976
CS,1,PageRank,1.1,0.1,0.9808536533509903
CS,1,PageRank_Adaptive,1.1,0.1,0.9810958981065795
CS,1,Degree,1.1,0.1,0.9810532117425707
CS,1,Degree_Adaptive,1.1,0.1,0.9812606648784901
CS,1,Betweenness,1.1,0.1,0.97718850388507
CS,1,Betweenness_Adaptive,1.1,0.1,0.9771939783428235
CS,2,Ours,1.1,0.1,0.7693838787633746
CS,2,Ours_Adaptive,1.1,0.1,0.7701597936776491
CS,2,PageRank,1.1,0.1,0.9844179510151767
CS,2,PageRank_Adaptive,1.1,0.1,0.9844564391017792
CS,2,Degree,1.1,0.1,0.9838048650321273
CS,2,Degree_Adaptive,1.1,0.1,0.9839521957722399
CS,2,Betweenness,1.1,0.1,0.9819701788818919
CS,2,Betweenness_Adaptive,1.1,0.1,0.9819593692895465
CS,3,Ours,1.1,0.1,0.7422609701474663
CS,3,Ours_Adaptive,1.1,0.1,0.7118452728255934
CS,3,PageRank,1.1,0.1,0.9851944565104322
CS,3,PageRank_Adaptive,1.1,0.1,0.9851346726000845
CS,3,Degree,1.1,0.1,0.9852643036865882
CS,3,Degree_Adaptive,1.1,0.1,0.9853242777090104
CS,3,Betweenness,1.1,0.1,0.9843035659812456
CS,3,Betweenness_Adaptive,1.1,0.1,0.9841951514022513
CS,4,Ours,1.1,0.1,0.7821041506523503
CS,4,Ours_Adaptive,1.1,0.1,0.7805576335740487
CS,4,PageRank,1.1,0.1,0.9845138057888275
CS,4,PageRank_Adaptive,1.1,0.1,0.9845603944737726
CS,4,Degree,1.1,0.1,0.9849439977020406
CS,4,Degree_Adaptive,1.1,0.1,0.9848765602100467
CS,4,Betweenness,1.1,0.1,0.9816291202715106
CS,4,Betweenness_Adaptive,1.1,0.1,0.9820197581880967
CS,0,Ours,1.2,0.01,0.06530457099397285
CS,0,Ours_Adaptive,1.2,0.01,0.07645193077105936
CS,0,PageRank,1.2,0.01,0.9569039571497728
CS,0,PageRank_Adaptive,1.2,0.01,0.9553402174979202
CS,0,Degree,1.2,0.01,0.9719060676210379
CS,0,Degree_Adaptive,1.2,0.01,0.9703634486086389
CS,0,Betweenness,1.2,0.01,0.8538206884834658
CS,0,Betweenness_Adaptive,1.2,0.01,0.8431996653803376
CS,1,Ours,1.2,0.01,0.040836147636637975
CS,1,Ours_Adaptive,1.2,0.01,0.038197281812651335
CS,1,PageRank,1.2,0.01,0.9543669495384511
CS,1,PageRank_Adaptive,1.2,0.01,0.9539227087340101
CS,1,Degree,1.2,0.01,0.9684746723142469
CS,1,Degree_Adaptive,1.2,0.01,0.9689759818366387
CS,1,Betweenness,1.2,0.01,0.8333398646872331
CS,1,Betweenness_Adaptive,1.2,0.01,0.8461098295745924
CS,2,Ours,1.2,0.01,0.07191906410696607
CS,2,Ours_Adaptive,1.2,0.01,0.10165825808791543
CS,2,PageRank,1.2,0.01,0.9581598699070129
CS,2,PageRank_Adaptive,1.2,0.01,0.9603099251840502
CS,2,Degree,1.2,0.01,0.9719968593136894
CS,2,Degree_Adaptive,1.2,0.01,0.9725176977867408
CS,2,Betweenness,1.2,0.01,0.8593254477265239
CS,2,Betweenness_Adaptive,1.2,0.01,0.865777032736037
CS,3,Ours,1.2,0.01,0.05671610327449868
CS,3,Ours_Adaptive,1.2,0.01,0.06527037412828521
CS,3,PageRank,1.2,0.01,0.9560402435209927
CS,3,PageRank_Adaptive,1.2,0.01,0.9543372042763901
CS,3,Degree,1.2,0.01,0.9687421327670869
CS,3,Degree_Adaptive,1.2,0.01,0.9700043750533031
CS,3,Betweenness,1.2,0.01,0.8574567062431345
CS,3,Betweenness_Adaptive,1.2,0.01,0.8634974685443687
CS,4,Ours,1.2,0.01,0.09851788932020676
CS,4,Ours_Adaptive,1.2,0.01,0.08139231902113887
CS,4,PageRank,1.2,0.01,0.95716850843525
CS,4,PageRank_Adaptive,1.2,0.01,0.9602432343969228
CS,4,Degree,1.2,0.01,0.972880183016448
CS,4,Degree_Adaptive,1.2,0.01,0.9714081394439081
CS,4,Betweenness,1.2,0.01,0.8391895087163671
CS,4,Betweenness_Adaptive,1.2,0.01,0.8524755883698225
CS,0,Ours,1.2,0.05,0.38483289085917294
CS,0,Ours_Adaptive,1.2,0.05,0.3860083437200962
CS,0,PageRank,1.2,0.05,0.9897670254947261
CS,0,PageRank_Adaptive,1.2,0.05,0.9899367663180518
CS,0,Degree,1.2,0.05,0.9900136084475304
CS,0,Degree_Adaptive,1.2,0.05,0.9897675989434536
CS,0,Betweenness,1.2,0.05,0.9849493585867108
CS,0,Betweenness_Adaptive,1.2,0.05,0.9849762988532159
CS,1,Ours,1.2,0.05,0.37199190454292863
CS,1,Ours_Adaptive,1.2,0.05,0.4155676098046877
CS,1,PageRank,1.2,0.05,0.988455894062043
CS,1,PageRank_Adaptive,1.2,0.05,0.9883233840951371
CS,1,Degree,1.2,0.05,0.9891870192767798
CS,1,Degree_Adaptive,1.2,0.05,0.989037760050057
CS,1,Betweenness,1.2,0.05,0.9828467862248083
CS,1,Betweenness_Adaptive,1.2,0.05,0.9820947786411917
CS,2,Ours,1.2,0.05,0.3948962549543443
CS,2,Ours_Adaptive,1.2,0.05,0.4310402730279021
CS,2,PageRank,1.2,0.05,0.9902464170158636
CS,2,PageRank_Adaptive,1.2,0.05,0.9900864538245482
CS,2,Degree,1.2,0.05,0.9905493959917246
CS,2,Degree_Adaptive,1.2,0.05,0.9905702327972328
CS,2,Betweenness,1.2,0.05,0.9862538766087242
CS,2,Betweenness_Adaptive,1.2,0.05,0.9864223912913992
CS,3,Ours,1.2,0.05,0.3981695844307554
CS,3,Ours_Adaptive,1.2,0.05,0.37701176135845493
CS,3,PageRank,1.2,0.05,0.9908893532022919
CS,3,PageRank_Adaptive,1.2,0.05,0.9908259679006
CS,3,Degree,1.2,0.05,0.991400298965683
CS,3,Degree_Adaptive,1.2,0.05,0.9912990609474311
CS,3,Betweenness,1.2,0.05,0.9887295025061946
CS,3,Betweenness_Adaptive,1.2,0.05,0.9893267356374412
CS,4,Ours,1.2,0.05,0.39621379591496747
CS,4,Ours_Adaptive,1.2,0.05,0.42808966847180935
CS,4,PageRank,1.2,0.05,0.9897056388728116
CS,4,PageRank_Adaptive,1.2,0.05,0.9900728098542717
CS,4,Degree,1.2,0.05,0.9907295861879037
CS,4,Degree_Adaptive,1.2,0.05,0.9908809129406045
CS,4,Betweenness,1.2,0.05,0.9867305890073409
CS,4,Betweenness_Adaptive,1.2,0.05,0.9865027134312275
CS,0,Ours,1.2,0.1,0.686525497580987
CS,0,Ours_Adaptive,1.2,0.1,0.694750020274246
CS,0,PageRank,1.2,0.1,0.9913176805545977
CS,0,PageRank_Adaptive,1.2,0.1,0.9913739751820644
CS,0,Degree,1.2,0.1,0.9914781116175518
CS,0,Degree_Adaptive,1.2,0.1,0.9913623238042396
CS,0,Betweenness,1.2,0.1,0.99008801814613
CS,0,Betweenness_Adaptive,1.2,0.1,0.9899069797418906
CS,1,Ours,1.2,0.1,0.6648817490289366
CS,1,Ours_Adaptive,1.2,0.1,0.6453508581421201
CS,1,PageRank,1.2,0.1,0.9906185471231925
CS,1,PageRank_Adaptive,1.2,0.1,0.990658294739249
CS,1,Degree,1.2,0.1,0.9908158680558736
CS,1,Degree_Adaptive,1.2,0.1,0.9907873631441211
CS,1,Betweenness,1.2,0.1,0.9885567998129087
CS,1,Betweenness_Adaptive,1.2,0.1,0.9885035892946396
CS,2,Ours,1.2,0.1,0.7159133635573403
CS,2,Ours_Adaptive,1.2,0.1,0.6912160204664491
CS,2,PageRank,1.2,0.1,0.9922386805717799
CS,2,PageRank_Adaptive,1.2,0.1,0.9921609180998624
CS,2,Degree,1.2,0.1,0.9920106929994926
CS,2,Degree_Adaptive,1.2,0.1,0.9920728011295011
CS,2,Betweenness,1.2,0.1,0.9909436519715388
CS,2,Betweenness_Adaptive,1.2,0.1,0.9908639003157611
CS,3,Ours,1.2,0.1,0.626859894765007
CS,3,Ours_Adaptive,1.2,0.1,0.6363621034779532
CS,3,PageRank,1.2,0.1,0.9926218221480239
CS,3,PageRank_Adaptive,1.2,0.1,0.9926202300220633
CS,3,Degree,1.2,0.1,0.9929520064127891
CS,3,Degree_Adaptive,1.2,0.1,0.992714332418261
CS,3,Betweenness,1.2,0.1,0.9920420080364792
CS,3,Betweenness_Adaptive,1.2,0.1,0.9920002251652951
CS,4,Ours,1.2,0.1,0.6779843442296478
CS,4,Ours_Adaptive,1.2,0.1,0.7001705951845049
CS,4,PageRank,1.2,0.1,0.9923373204704179
CS,4,PageRank_Adaptive,1.2,0.1,0.992169637475969
CS,4,Degree,1.2,0.1,0.9925585501872394
CS,4,Degree_Adaptive,1.2,0.1,0.9923873221850634
CS,4,Betweenness,1.2,0.1,0.9906582354579699
CS,4,Betweenness_Adaptive,1.2,0.1,0.9907619384360904
CS,0,Ours,1.5,0.01,0.07876164259035955
CS,0,Ours_Adaptive,1.5,0.01,0.07338210942447683
CS,0,PageRank,1.5,0.01,0.8046484016196932
CS,0,PageRank_Adaptive,1.5,0.01,0.7954812960642466
CS,0,Degree,1.5,0.01,0.8603970305953517
CS,0,Degree_Adaptive,1.5,0.01,0.8637433173267963
CS,0,Betweenness,1.5,0.01,0.5919043831514468
CS,0,Betweenness_Adaptive,1.5,0.01,0.5858862164967251
CS,1,Ours,1.5,0.01,-0.03145240793680976
CS,1,Ours_Adaptive,1.5,0.01,0.03388050560286393
CS,1,PageRank,1.5,0.01,0.7652787050037491
CS,1,PageRank_Adaptive,1.5,0.01,0.7532414167048397
CS,1,Degree,1.5,0.01,0.8344764798891465
CS,1,Degree_Adaptive,1.5,0.01,0.8342662042530746
CS,1,Betweenness,1.5,0.01,0.524018389355868
CS,1,Betweenness_Adaptive,1.5,0.01,0.5396648498930743
CS,2,Ours,1.5,0.01,0.062345177712649136
CS,2,Ours_Adaptive,1.5,0.01,0.06438954056870122
CS,2,PageRank,1.5,0.01,0.7881444698075368
CS,2,PageRank_Adaptive,1.5,0.01,0.781295895250051
CS,2,Degree,1.5,0.01,0.8495019055495346
CS,2,Degree_Adaptive,1.5,0.01,0.8583481445481439
CS,2,Betweenness,1.5,0.01,0.5583144006285443
CS,2,Betweenness_Adaptive,1.5,0.01,0.5567010846064162
CS,3,Ours,1.5,0.01,0.06487305925704347
CS,3,Ours_Adaptive,1.5,0.01,0.10061038141217682
CS,3,PageRank,1.5,0.01,0.7824282509101093
CS,3,PageRank_Adaptive,1.5,0.01,0.7711431026688199
CS,3,Degree,1.5,0.01,0.8408650467817926
CS,3,Degree_Adaptive,1.5,0.01,0.8440674433804085
CS,3,Betweenness,1.5,0.01,0.5752689471401625
CS,3,Betweenness_Adaptive,1.5,0.01,0.5765324619599457
CS,4,Ours,1.5,0.01,0.0715383042602276
CS,4,Ours_Adaptive,1.5,0.01,0.05841940113029181
CS,4,PageRank,1.5,0.01,0.7820576114884054
CS,4,PageRank_Adaptive,1.5,0.01,0.7811224285743641
CS,4,Degree,1.5,0.01,0.8507554013986904
CS,4,Degree_Adaptive,1.5,0.01,0.8511324772744728
CS,4,Betweenness,1.5,0.01,0.5765360501179273
CS,4,Betweenness_Adaptive,1.5,0.01,0.5520923750886979
CS,0,Ours,1.5,0.05,0.29085905893755093
CS,0,Ours_Adaptive,1.5,0.05,0.26285754011004925
CS,0,PageRank,1.5,0.05,0.996106581053822
CS,0,PageRank_Adaptive,1.5,0.05,0.9961071976225784
CS,0,Degree,1.5,0.05,0.9963720139034176
CS,0,Degree_Adaptive,1.5,0.05,0.9963584493907786
CS,0,Betweenness,1.5,0.05,0.9883728494957734
CS,0,Betweenness_Adaptive,1.5,0.05,0.989349565915046
CS,1,Ours,1.5,0.05,0.26152146495893897
CS,1,Ours_Adaptive,1.5,0.05,0.2418120090069859
CS,1,PageRank,1.5,0.05,0.9951911513190193
CS,1,PageRank_Adaptive,1.5,0.05,0.9950215333967888
CS,1,Degree,1.5,0.05,0.9960312997274494
CS,1,Degree_Adaptive,1.5,0.05,0.996154696765872
CS,1,Betweenness,1.5,0.05,0.984475951129353
CS,1,Betweenness_Adaptive,1.5,0.05,0.9849429412889636
CS,2,Ours,1.5,0.05,0.23187810744858875
CS,2,Ours_Adaptive,1.5,0.05,0.25343341979094314
CS,2,PageRank,1.5,0.05,0.9957304453348602
CS,2,PageRank_Adaptive,1.5,0.05,0.995845427568257
CS,2,Degree,1.5,0.05,0.9963183022583776
CS,2,Degree_Adaptive,1.5,0.05,0.9963105965215641
CS,2,Betweenness,1.5,0.05,0.9896453092407648
CS,2,Betweenness_Adaptive,1.5,0.05,0.9897941097781019
CS,3,Ours,1.5,0.05,0.2298983035457033
CS,3,Ours_Adaptive,1.5,0.05,0.23259387063355516
CS,3,PageRank,1.5,0.05,0.9962093857341302
CS,3,PageRank_Adaptive,1.5,0.05,0.9962640937952235
CS,3,Degree,1.5,0.05,0.9967031906836281
CS,3,Degree_Adaptive,1.5,0.05,0.9966722711927891
CS,3,Betweenness,1.5,0.05,0.9913642313259763
CS,3,Betweenness_Adaptive,1.5,0.05,0.9917167753488565
CS,4,Ours,1.5,0.05,0.2579188531598818
CS,4,Ours_Adaptive,1.5,0.05,0.25796909192139406
CS,4,PageRank,1.5,0.05,0.9955942733533848
CS,4,PageRank_Adaptive,1.5,0.05,0.9958667193529351
CS,4,Degree,1.5,0.05,0.9964483558716398
CS,4,Degree_Adaptive,1.5,0.05,0.9964647163853194
CS,4,Betweenness,1.5,0.05,0.9884014899942101
CS,4,Betweenness_Adaptive,1.5,0.05,0.9885669394483644
CS,0,Ours,1.5,0.1,0.49420531072866375
CS,0,Ours_Adaptive,1.5,0.1,0.48518109746028776
CS,0,PageRank,1.5,0.1,0.9973322828344858
CS,0,PageRank_Adaptive,1.5,0.1,0.9972574733695659
CS,0,Degree,1.5,0.1,0.9973614666404677
CS,0,Degree_Adaptive,1.5,0.1,0.9973330943007893
CS,0,Betweenness,1.5,0.1,0.9964667921959423
CS,0,Betweenness_Adaptive,1.5,0.1,0.9963653395873953
CS,1,Ours,1.5,0.1,0.4040224856842993
CS,1,Ours_Adaptive,1.5,0.1,0.43110490576584065
CS,1,PageRank,1.5,0.1,0.997034297403524
CS,1,PageRank_Adaptive,1.5,0.1,0.9969842908155432
CS,1,Degree,1.5,0.1,0.9970868328487699
CS,1,Degree_Adaptive,1.5,0.1,0.9971138662225006
CS,1,Betweenness,1.5,0.1,0.9952508456643436
CS,1,Betweenness_Adaptive,1.5,0.1,0.9954599641231732
CS,2,Ours,1.5,0.1,0.4384536418493817
CS,2,Ours_Adaptive,1.5,0.1,0.47148027139938353
CS,2,PageRank,1.5,0.1,0.9974141460262178
CS,2,PageRank_Adaptive,1.5,0.1,0.9974205021600658
CS,2,Degree,1.5,0.1,0.9973678437314298
CS,2,Degree_Adaptive,1.5,0.1,0.9973628814865836
CS,2,Betweenness,1.5,0.1,0.9964510481170866
CS,2,Betweenness_Adaptive,1.5,0.1,0.9964049316024836
CS,3,Ours,1.5,0.1,0.4290253400319819
CS,3,Ours_Adaptive,1.5,0.1,0.4172963761108873
CS,3,PageRank,1.5,0.1,0.9976365561893905
CS,3,PageRank_Adaptive,1.5,0.1,0.9975883513149919
CS,3,Degree,1.5,0.1,0.9977166489852869
CS,3,Degree_Adaptive,1.5,0.1,0.9977431073372826
CS,3,Betweenness,1.5,0.1,0.9971398569117838
CS,3,Betweenness_Adaptive,1.5,0.1,0.9972038105283216
CS,4,Ours,1.5,0.1,0.4437409672298335
CS,4,Ours_Adaptive,1.5,0.1,0.4687979986200729
CS,4,PageRank,1.5,0.1,0.9974924668126199
CS,4,PageRank_Adaptive,1.5,0.1,0.997474318564365
CS,4,Degree,1.5,0.1,0.9976019089661956
CS,4,Degree_Adaptive,1.5,0.1,0.9975572540373462
CS,4,Betweenness,1.5,0.1,0.9962865748770339
CS,4,Betweenness_Adaptive,1.5,0.1,0.996353908377722
CS,0,Ours,2.0,0.01,0.030862094193061285
CS,0,Ours_Adaptive,2.0,0.01,0.0022634170962071115
CS,0,PageRank,2.0,0.01,0.4272384272759897
CS,0,PageRank_Adaptive,2.0,0.01,0.4248787015980394
CS,0,Degree,2.0,0.01,0.42900956371665816
CS,0,Degree_Adaptive,2.0,0.01,0.42295862156792213
CS,0,Betweenness,2.0,0.01,0.29001583558354077
CS,0,Betweenness_Adaptive,2.0,0.01,0.3067184050477723
