dataset,seed,method,beta_scale,Delta_I
Photo,0,PageRank,0.8,0.4957036075836176
Photo,0,Degree,0.8,0.49769934473252836
Photo,0,Betweenness,0.8,0.4344035084334214
Photo,1,Ours,0.8,0.09138834752826883
Photo,1,PageRank,0.8,0.4233003586575679
Photo,1,Degree,0.8,0.4186557487676493
Photo,1,Betweenness,0.8,0.37420041469074355
Photo,2,Ours,0.8,0.020115798452101312
Photo,2,PageRank,0.8,0.5007539463981039
Photo,2,Degree,0.8,0.5064823063282319
Photo,2,Betweenness,0.8,0.45040864202555164
Photo,3,Ours,0.8,0.0253470192560172
Photo,3,PageRank,0.8,0.431443847993289
Photo,3,Degree,0.8,0.4363344366280917
Photo,3,Betweenness,0.8,0.3712844527767164
Photo,4,Ours,0.8,0.1106872139325956
Photo,4,PageRank,0.8,0.5150198540680425
Photo,4,Degree,0.8,0.520029506830038
Photo,4,Betweenness,0.8,0.47800597683495333
Photo,0,Ours,0.9,0.04749575354664949
Photo,0,PageRank,0.9,0.6787906970753266
Photo,0,Degree,0.9,0.6837996462746279
Photo,0,Betweenness,0.9,0.6316135133329385
Photo,1,Ours,0.9,0.19480984832700576
Photo,1,PageRank,0.9,0.5882666540319408
Photo,1,Degree,0.9,0.583771346178292
Photo,1,Betweenness,0.9,0.543972084496903
Photo,2,Ours,0.9,0.13123817237901458
Photo,2,PageRank,0.9,0.6763075106482435
Photo,2,Degree,0.9,0.6786719531163296
Photo,2,Betweenness,0.9,0.6303751893344615
Photo,3,Ours,0.9,0.024206045875661154
Photo,3,PageRank,0.9,0.5864110699564811
Photo,3,Degree,0.9,0.5921422919444922
Photo,3,Betweenness,0.9,0.5303518716079302
Photo,4,Ours,0.9,0.1373310666294294
Photo,4,PageRank,0.9,0.6549247979723264
Photo,4,Degree,0.9,0.6604955223373373
Photo,4,Betweenness,0.9,0.6122093604067925
Photo,0,Ours,1.0,0.18134990042081625
Photo,0,PageRank,1.0,0.8121145173940981
Photo,0,Degree,1.0,0.8149150763523074
Photo,0,Betweenness,1.0,0.77296883985305
Photo,1,Ours,1.0,0.15065232500749348
Photo,1,PageRank,1.0,0.740468429413508
Photo,1,Degree,1.0,0.7317564174622322
Photo,1,Betweenness,1.0,0.7016240377585966
Photo,2,Ours,1.0,-0.0008165857863804016
Photo,2,PageRank,1.0,0.7930824445911092
Photo,2,Degree,1.0,0.7971635247354962
Photo,2,Betweenness,1.0,0.7561159991978099
Photo,3,Ours,1.0,0.09297322005631561
Photo,3,PageRank,1.0,0.7647017832673014
Photo,3,Degree,1.0,0.770789976696008
Photo,3,Betweenness,1.0,0.7211561726521835
Photo,4,Ours,1.0,0.16054005803188118
Photo,4,PageRank,1.0,0.7880294894965505
Photo,4,Degree,1.0,0.7958983745038849
Photo,4,Betweenness,1.0,0.7555670100296239
Photo,0,Ours,1.1,0.18467830233234245
Photo,0,PageRank,1.1,0.8937653081237312
Photo,0,Degree,1.1,0.8983489237516783
Photo,0,Betweenness,1.1,0.8673386124968795
Photo,1,Ours,1.1,0.21812422213199045
Photo,1,PageRank,1.1,0.8470007834251123
Photo,1,Degree,1.1,0.8437389688348929
Photo,1,Betweenness,1.1,0.8148406305724544
Photo,2,Ours,1.1,0.050644082185175805
Photo,2,PageRank,1.1,0.881852830741251
Photo,2,Degree,1.1,0.8848699575350357
Photo,2,Betweenness,1.1,0.8592217613800545
Photo,3,Ours,1.1,0.1642839278105984
Photo,3,PageRank,1.1,0.8600922011414495
Photo,3,Degree,1.1,0.8635047326772419
Photo,3,Betweenness,1.1,0.8238117595988234
Photo,4,Ours,1.1,0.13037939689721542
Photo,4,PageRank,1.1,0.876359088878917
Photo,4,Degree,1.1,0.8794161493078158
Photo,4,Betweenness,1.1,0.8476984452831285
Photo,0,Ours,1.2,0.04141056865637327
Photo,0,PageRank,1.2,0.9268253624236628
Photo,0,Degree,1.2,0.9271865368233888
Photo,0,Betweenness,1.2,0.8954362074371165
Photo,1,Ours,1.2,0.20156109357476787
Photo,1,PageRank,1.2,0.9036879778666815
Photo,1,Degree,1.2,0.902979516571807
Photo,1,Betweenness,1.2,0.8763149355877927
Photo,2,Ours,1.2,0.049071303243193795
Photo,2,PageRank,1.2,0.9256834667167274
Photo,2,Degree,1.2,0.9264373212170508
Photo,2,Betweenness,1.2,0.9004981515791161
Photo,3,Ours,1.2,0.07676542901082568
Photo,3,PageRank,1.2,0.9095579954198139
Photo,3,Degree,1.2,0.9097711084385097
Photo,3,Betweenness,1.2,0.8730921580632647
Photo,4,Ours,1.2,0.15227794278291804
Photo,4,PageRank,1.2,0.9263854142252262
Photo,4,Degree,1.2,0.9277365338138702
Photo,4,Betweenness,1.2,0.8978990838113782
Photo,0,Ours,1.5,0.11966925399677446
Photo,0,PageRank,1.5,0.9719603575573267
Photo,0,Degree,1.5,0.9727632343882485
Photo,0,Betweenness,1.5,0.9328579114773116
Photo,1,Ours,1.5,0.19856689064649163
Photo,1,PageRank,1.5,0.9610192330607837
Photo,1,Degree,1.5,0.9599465970525897
Photo,1,Betweenness,1.5,0.9332728018440818
Photo,2,Ours,1.5,0.07316127749468511
Photo,2,PageRank,1.5,0.9696999038246751
Photo,2,Degree,1.5,0.9706204339793049
Photo,2,Betweenness,1.5,0.9355181284731476
Photo,3,Ours,1.5,0.018229391591867553
Photo,3,PageRank,1.5,0.9600043061435055
Photo,3,Degree,1.5,0.9622107376780685
Photo,3,Betweenness,1.5,0.919543193024763
Photo,4,Ours,1.5,0.11252103003883022
Photo,4,PageRank,1.5,0.9703249653466358
Photo,4,Degree,1.5,0.9715948642721489
Photo,4,Betweenness,1.5,0.9363238361174281
Photo,0,Ours,2.0,0.08093212087405133
Photo,0,PageRank,2.0,0.9867344896821006
Photo,0,Degree,2.0,0.9869182606404502
Photo,0,Betweenness,2.0,0.8810625141824586
Photo,1,Ours,2.0,0.18627432351080273
Photo,1,PageRank,2.0,0.9825798224258209
Photo,1,Degree,2.0,0.9821333362543235
Photo,1,Betweenness,2.0,0.891746294859036
Photo,2,Ours,2.0,0.11399302567263842
Photo,2,PageRank,2.0,0.9863727626158576
Photo,2,Degree,2.0,0.9866007421344137
Photo,2,Betweenness,2.0,0.8932765757605712
Photo,3,Ours,2.0,0.09160908639219731
Photo,3,PageRank,2.0,0.9816133261851135
Photo,3,Degree,2.0,0.9831123709600794
Photo,3,Betweenness,2.0,0.8711784500907539
Photo,4,Ours,2.0,0.10733971385138266
Photo,4,PageRank,2.0,0.9866994531168402
Photo,4,Degree,2.0,0.9877707039605883
Photo,4,Betweenness,2.0,0.8869875752922796
CS,0,Ours,0.8,0.21545309396481058
CS,0,PageRank,0.8,0.6601353497106923
CS,0,Degree,0.8,0.6501077132580761
CS,0,Betweenness,0.8,0.6079954967343256
CS,1,Ours,0.8,0.12575443741177786
CS,1,PageRank,0.8,0.5744998080645829
CS,1,Degree,0.8,0.5817334523768988
CS,1,Betweenness,0.8,0.5338917702773808
CS,2,Ours,0.8,0.23008216964564895
CS,2,PageRank,0.8,0.593028150698032
CS,2,Degree,0.8,0.6036478992018034
CS,2,Betweenness,0.8,0.5698364769709984
CS,3,Ours,0.8,0.17740626321473954
CS,3,PageRank,0.8,0.6312747342616868
CS,3,Degree,0.8,0.6376012040569117
CS,3,Betweenness,0.8,0.6247765570432816
CS,4,Ours,0.8,0.2584589347381465
CS,4,PageRank,0.8,0.6279900266455455
CS,4,Degree,0.8,0.6376163344052771
CS,4,Betweenness,0.8,0.5988538768026073
CS,0,Ours,0.9,0.4217030868520702
CS,0,PageRank,0.9,0.8451697539648981
CS,0,Degree,0.9,0.844593636154536
CS,0,Betweenness,0.9,0.8190166276574302
CS,1,Ours,0.9,0.4808202711144247
CS,1,PageRank,0.9,0.8244185737948566
CS,1,Degree,0.9,0.8273840282974636
CS,1,Betweenness,0.9,0.8015469537932434
CS,2,Ours,0.9,0.4733070062106107
CS,2,PageRank,0.9,0.8401641662859259
CS,2,Degree,0.9,0.8398651623447037
CS,2,Betweenness,0.9,0.822223929812588
CS,3,Ours,0.9,0.40452067984418266
CS,3,PageRank,0.9,0.8493567695894542
CS,3,Degree,0.9,0.857058967720516
CS,3,Betweenness,0.9,0.8471465404928408
CS,4,Ours,0.9,0.4001342361067973
CS,4,PageRank,0.9,0.8372650057562876
CS,4,Degree,0.9,0.8446987396547295
CS,4,Betweenness,0.9,0.8212495851525886
CS,0,Ours,1.0,0.48865333567972596
CS,0,PageRank,1.0,0.9439562741533414
CS,0,Degree,1.0,0.9434840254311769
CS,0,Betweenness,1.0,0.931254244090176
CS,1,Ours,1.0,0.4761280505209597
CS,1,PageRank,1.0,0.9372361888997083
CS,1,Degree,1.0,0.9397656898393759
CS,1,Betweenness,1.0,0.92392321644392
CS,2,Ours,1.0,0.5610617544214128
CS,2,PageRank,1.0,0.9442366343037915
CS,2,Degree,1.0,0.9466493975995661
CS,2,Betweenness,1.0,0.9355213336111248
CS,3,Ours,1.0,0.5758279158634367
CS,3,PageRank,1.0,0.955100433082083
CS,3,Degree,1.0,0.9566279643918006
CS,3,Betweenness,1.0,0.9521092867330675
CS,4,Ours,1.0,0.5664662776443994
CS,4,PageRank,1.0,0.9489203849196477
CS,4,Degree,1.0,0.9516517294653607
CS,4,Betweenness,1.0,0.9424677178710346
CS,0,Ours,1.1,0.49991223434227333
CS,0,PageRank,1.1,0.9807433119033396
CS,0,Degree,1.1,0.9809209325396684
CS,0,Betweenness,1.1,0.9743713549922761
CS,1,Ours,1.1,0.5227923647163706
CS,1,PageRank,1.1,0.9773192378777561
CS,1,Degree,1.1,0.978907720143127
CS,1,Betweenness,1.1,0.9695218562254495
CS,2,Ours,1.1,0.4995213539984106
CS,2,PageRank,1.1,0.980770102886422
CS,2,Degree,1.1,0.9816564502312651
CS,2,Betweenness,1.1,0.9769236335737002
CS,3,Ours,1.1,0.48390190452377146
CS,3,PageRank,1.1,0.9820872752811254
CS,3,Degree,1.1,0.9831648415155803
CS,3,Betweenness,1.1,0.9803770842320586
CS,4,Ours,1.1,0.5315997046734819
CS,4,PageRank,1.1,0.9805349369879427
CS,4,Degree,1.1,0.9822785373652058
CS,4,Betweenness,1.1,0.9756410248604838
CS,0,Ours,1.2,0.38483289085917294
CS,0,PageRank,1.2,0.9897670254947261
CS,0,Degree,1.2,0.9900136084475304
CS,0,Betweenness,1.2,0.9849493585867108
CS,1,Ours,1.2,0.37199190454292863
CS,1,PageRank,1.2,0.988455894062043
CS,1,Degree,1.2,0.9891870192767798
CS,1,Betweenness,1.2,0.9828467862248083
CS,2,Ours,1.2,0.3948962549543443
CS,2,PageRank,1.2,0.9902464170158636
CS,2,Degree,1.2,0.9905493959917246
CS,2,Betweenness,1.2,0.9862538766087242
CS,3,Ours,1.2,0.3981695844307554
CS,3,PageRank,1.2,0.9908893532022919
CS,3,Degree,1.2,0.991400298965683
CS,3,Betweenness,1.2,0.9887295025061946
CS,4,Ours,1.2,0.39621379591496747
CS,4,PageRank,1.2,0.9897056388728116
CS,4,Degree,1.2,0.9907295861879037
CS,4,Betweenness,1.2,0.9867305890073409
CS,0,Ours,1.5,0.29085905893755093
CS,0,PageRank,1.5,0.996106581053822
CS,0,Degree,1.5,0.9963720139034176
CS,0,Betweenness,1.5,0.9883728494957734
CS,1,Ours,1.5,0.26152146495893897
CS,1,PageRank,1.5,0.9951911513190193
CS,1,Degree,1.5,0.9960312997274494
CS,1,Betweenness,1.5,0.984475951129353
CS,2,Ours,1.5,0.23187810744858875
CS,2,PageRank,1.5,0.9957304453348602
CS,2,Degree,1.5,0.9963183022583776
CS,2,Betweenness,1.5,0.9896453092407648
CS,3,Ours,1.5,0.2298983035457033
CS,3,PageRank,1.5,0.9962093857341302
CS,3,Degree,1.5,0.9967031906836281
CS,3,Betweenness,1.5,0.9913642313259763
CS,4,Ours,1.5,0.2579188531598818
CS,4,PageRank,1.5,0.9955942733533848
CS,4,Degree,1.5,0.9964483558716398
CS,4,Betweenness,1.5,0.9884014899942101
CS,0,Ours,2.0,0.13610912304312275
CS,0,PageRank,2.0,0.9935397028272053
CS,0,Degree,2.0,0.9965905209215505
CS,0,Betweenness,2.0,0.8965412072475699
CS,1,Ours,2.0,0.15355329274507956
CS,1,PageRank,2.0,0.9895395819252757
CS,1,Degree,2.0,0.9963892868323443
CS,1,Betweenness,2.0,0.86554104807213
CS,2,Ours,2.0,0.16550810530787258
CS,2,PageRank,2.0,0.9924719675034156
CS,2,Degree,2.0,0.9965331849942273
CS,2,Betweenness,2.0,0.9002936692357233
CS,3,Ours,2.0,0.14108956153761268
CS,3,PageRank,2.0,0.9930696534748938
CS,3,Degree,2.0,0.9968150423194365
CS,3,Betweenness,2.0,0.9221091052508495
CS,4,Ours,2.0,0.1384681676132754
CS,4,PageRank,2.0,0.9915530605199901
CS,4,Degree,2.0,0.996577272621651
CS,4,Betweenness,2.0,0.8886705045479585
Physics,0,Ours,0.8,0.3671372134028141
Physics,0,PageRank,0.8,0.9620252946446972
Physics,0,Degree,0.8,0.9644027505235233
Physics,0,Betweenness,0.8,0.9565091023860087
Physics,1,Ours,0.8,0.48391680667966264
Physics,1,PageRank,0.8,0.9458552978850836
Physics,1,Degree,0.8,0.9471903876853244
Physics,1,Betweenness,0.8,0.9408890512857147
Physics,2,Ours,0.8,0.4685707657288228
Physics,2,PageRank,0.8,0.9495404767530433
Physics,2,Degree,0.8,0.9521634022966042
Physics,2,Betweenness,0.8,0.9445143636103851
Physics,3,Ours,0.8,0.3649878170366243
Physics,3,PageRank,0.8,0.9502660717149543
Physics,3,Degree,0.8,0.9494191636078869
Physics,3,Betweenness,0.8,0.9405187380354787
Physics,4,Ours,0.8,0.5093323570588167
Physics,4,PageRank,0.8,0.962780349713705
Physics,4,Degree,0.8,0.964752623300031
Physics,4,Betweenness,0.8,0.9582823013679761
Physics,0,Ours,0.9,0.26024163125628075
Physics,0,PageRank,0.9,0.98407689023177
Physics,0,Degree,0.9,0.9852180897739952
Physics,0,Betweenness,0.9,0.9809351620655463
Physics,1,Ours,0.9,0.3123439570802545
Physics,1,PageRank,0.9,0.9748986235279048
Physics,1,Degree,0.9,0.9752696899093258
Physics,1,Betweenness,0.9,0.9699655516334231
Physics,2,Ours,0.9,0.3764185486670534
Physics,2,PageRank,0.9,0.9783186095530801
Physics,2,Degree,0.9,0.9789961699891034
Physics,2,Betweenness,0.9,0.9759955160284739
Physics,3,Ours,0.9,0.28550337474907445
Physics,3,PageRank,0.9,0.9781295336139127
Physics,3,Degree,0.9,0.9784870193476993
Physics,3,Betweenness,0.9,0.9723940995213366
Physics,4,Ours,0.9,0.3906249400439683
Physics,4,PageRank,0.9,0.9838313592003809
Physics,4,Degree,0.9,0.9845850509345696
Physics,4,Betweenness,0.9,0.9797290115310027
Physics,0,Ours,1.0,0.21025978743853307
Physics,0,PageRank,1.0,0.9909021906126864
Physics,0,Degree,1.0,0.9915811457975112
Physics,0,Betweenness,1.0,0.9868109749164592
Physics,1,Ours,1.0,0.3930331522686273
Physics,1,PageRank,1.0,0.9869251466841684
Physics,1,Degree,1.0,0.9878902781351339
Physics,1,Betweenness,1.0,0.982989085262013
Physics,2,Ours,1.0,0.34460159776558313
Physics,2,PageRank,1.0,0.9876910570623122
Physics,2,Degree,1.0,0.9886785326668772
Physics,2,Betweenness,1.0,0.984477238251654
Physics,3,Ours,1.0,0.23279766984982703
Physics,3,PageRank,1.0,0.9887426429833194
Physics,3,Degree,1.0,0.9889290499876928
Physics,3,Betweenness,1.0,0.9842390216303992
Physics,4,Ours,1.0,0.21873830877041242
Physics,4,PageRank,1.0,0.989852396207052
Physics,4,Degree,1.0,0.9908495287274699
Physics,4,Betweenness,1.0,0.9853981537492005
Physics,0,Ours,1.1,0.21351178019691494
Physics,0,PageRank,1.1,0.9938799992636945
Physics,0,Degree,1.1,0.9944990338931162
Physics,0,Betweenness,1.1,0.9896507081418137
Physics,1,Ours,1.1,0.35063860374235944
Physics,1,PageRank,1.1,0.9913097580671851
Physics,1,Degree,1.1,0.9919584230896809
Physics,1,Betweenness,1.1,0.9862665280802522
Physics,2,Ours,1.1,0.28329589404687244
Physics,2,PageRank,1.1,0.9918499953702534
Physics,2,Degree,1.1,0.9926520158971601
Physics,2,Betweenness,1.1,0.9883829991284094
Physics,3,Ours,1.1,0.14021886801974207
Physics,3,PageRank,1.1,0.9927659541669305
Physics,3,Degree,1.1,0.9930476325181098
Physics,3,Betweenness,1.1,0.9874992034919913
Physics,4,Ours,1.1,0.22456497282405677
Physics,4,PageRank,1.1,0.9933241286408391
Physics,4,Degree,1.1,0.9940806606100145
Physics,4,Betweenness,1.1,0.9886729525879152
Physics,0,Ours,1.2,0.14338667424468077
Physics,0,PageRank,1.2,0.9953416953293285
Physics,0,Degree,1.2,0.9959598004518152
Physics,0,Betweenness,1.2,0.9864243563761048
Physics,1,Ours,1.2,0.2959566678968341
Physics,1,PageRank,1.2,0.9938256109855025
Physics,1,Degree,1.2,0.9943965286538605
Physics,1,Betweenness,1.2,0.9870765776856193
Physics,2,Ours,1.2,0.22245577253203186
Physics,2,PageRank,1.2,0.9939248917237589
Physics,2,Degree,1.2,0.9945936196474935
Physics,2,Betweenness,1.2,0.9872423548539876
Physics,3,Ours,1.2,0.1770565735261025
Physics,3,PageRank,1.2,0.9946110942029361
Physics,3,Degree,1.2,0.9949633791179815
Physics,3,Betweenness,1.2,0.9863441368831778
Physics,4,Ours,1.2,0.1835538931612909
Physics,4,PageRank,1.2,0.9949697898431125
Physics,4,Degree,1.2,0.9957111411223051
Physics,4,Betweenness,1.2,0.9873366272776581
Physics,0,Ours,1.5,0.1308651065586035
Physics,0,PageRank,1.5,0.9965138129081416
Physics,0,Degree,1.5,0.9978035083089954
Physics,0,Betweenness,1.5,0.9367083110506313
Physics,1,Ours,1.5,0.2156902099781116
Physics,1,PageRank,1.5,0.995560699646012
Physics,1,Degree,1.5,0.9970720004932755
Physics,1,Betweenness,1.5,0.9368058392631915
Physics,2,Ours,1.5,0.21267714328503648
Physics,2,PageRank,1.5,0.9955979808835186
Physics,2,Degree,1.5,0.9972497678409312
Physics,2,Betweenness,1.5,0.9353690984837834
Physics,3,Ours,1.5,0.13668740066651322
Physics,3,PageRank,1.5,0.9962934152772284
Physics,3,Degree,1.5,0.9974118269848342
Physics,3,Betweenness,1.5,0.9233114121429816
Physics,4,Ours,1.5,0.17591520282360182
Physics,4,PageRank,1.5,0.9963549878060259
Physics,4,Degree,1.5,0.9978526899811307
Physics,4,Betweenness,1.5,0.9293405109616105
Physics,0,Ours,2.0,0.11999028892240893
Physics,0,PageRank,2.0,0.9602757498103689
Physics,0,Degree,2.0,0.9977858524808111
Physics,0,Betweenness,2.0,0.7929139018617288
Physics,1,Ours,2.0,0.206114570582829
Physics,1,PageRank,2.0,0.9597605848358952
Physics,1,Degree,2.0,0.9972428932704206
Physics,1,Betweenness,2.0,0.8032567323755151
Physics,2,Ours,2.0,0.17968104149019254
Physics,2,PageRank,2.0,0.9511351293904439
Physics,2,Degree,2.0,0.9977030755357807
Physics,2,Betweenness,2.0,0.7958515696727814
Physics,3,Ours,2.0,0.15474069384213496
Physics,3,PageRank,2.0,0.963292095584059
Physics,3,Degree,2.0,0.9977718490911825
Physics,3,Betweenness,2.0,0.7743719191916492
Physics,4,Ours,2.0,0.1157657517282784
Physics,4,PageRank,2.0,0.9555314818859028
Physics,4,Degree,2.0,0.9979686703795171
Physics,4,Betweenness,2.0,0.774319404088205
