node,throughput_raw,delay_raw,loss_raw,txPackets,rxPackets,bytes_,uptime_ratio,degree_centrality,closeness,betweenness,clustering_coeff,k_shell,throughput,delay,loss,soft_label,run_split,mask,true_label
62,1151.0588552188551,0.390032287569743,0.0478968910563441,11483,10933,8546612,1.0,0.0257731958762886,0.2312276519666269,0.0348585957247354,0.1,4,33.927258306837224,0.7194077496921641,0.9521031089436558,0.39653248,val,0,0.39653248
63,738.1074747474746,0.032709062170706,0.1102330565229038,7466,6643,5480448,1.0,0.0360824742268041,0.1959595959595959,0.0076836333930815,0.0952380952380952,4,27.16813346086688,0.968326934110607,0.8897669434770962,0.43481666,val,0,0.43481666
64,703.7252525252525,0.2610927912951488,0.5099607494630822,13503,6617,5225160,1.0,0.0257731958762886,0.1681109185441941,0.00053466822336,0.2,4,26.52782036891181,0.7929630610075844,0.4900392505369177,0.22458084,val,0,0.22458084
65,0.0,0.0,1.0,9292,0,0,1.0,0.0206185567010309,0.1932270916334661,0.0061856941911426,0.1666666666666666,4,0.001,1.0,0.0,0.15364142,val,0,0.15364142
66,475.7731986531986,0.0284817450863609,0.5486559139784947,7440,3358,3532616,1.0,0.0309278350515463,0.1949748743718592,0.0070726895298372,0.0,4,21.812225921560565,0.97230699988363,0.4513440860215053,0.3284947,val,0,0.3284947
67,0.0,0.0,1.0,31758,0,0,1.0,0.0257731958762886,0.1947791164658634,0.0047877224710727,0.2,4,0.001,1.0,0.0,0.17748927,val,0,0.17748927
68,0.0,0.0,1.0,6524,0,0,1.0,0.0257731958762886,0.1957618567103935,0.000924590966663,0.0,4,0.001,1.0,0.0,0.16876526,val,0,0.16876526
69,486.9661952861952,0.0069557171952283,0.5553686934023286,7730,3437,3615724,1.0,0.0257731958762886,0.1959595959595959,0.0060758233385932,0.0,4,22.06731058117856,0.993092330599599,0.4446313065976713,0.31687158,val,0,0.31687158
70,537.5929966329966,0.0080893386545039,0.4535258074566414,9629,5262,3991628,1.0,0.0360824742268041,0.1961577350859454,0.0125243056872749,0.1904761904761904,4,23.18605179052692,0.9919755736477672,0.5464741925433586,0.38812503,val,0,0.38812503
71,0.0,0.0,1.0,10737,0,0,1.0,0.0309278350515463,0.1959595959595959,0.0124543659652698,0.0666666666666666,4,0.001,1.0,0.0,0.19881389,val,0,0.19881389
72,0.0,0.0,1.0,35327,0,0,1.0,0.0412371134020618,0.1969543147208121,0.008053726271236,0.1785714285714285,4,0.001,1.0,0.0,0.24434231,val,0,0.24434231
73,522.3870707070706,0.0982069433143477,0.450193856248136,6706,3687,3878724,1.0,0.0309278350515463,0.168695652173913,0.0013185606771054,0.2,4,22.855788582043512,0.9105751935805808,0.549806143751864,0.2873466,val,0,0.2873466
74,17.552053872053868,0.0080988908606921,0.9409174311926606,38150,2254,130324,1.0,0.0257731958762886,0.1951710261569416,0.0052985269453406,0.1,4,4.189517260025774,0.991966174217514,0.0590825688073394,0.19565952,val,0,0.19565952
75,11.892255892255893,0.0382355712603062,0.8353534374090953,10313,1698,88300,1.0,0.0360824742268041,0.1700262927256792,0.001914489291246,0.0952380952380952,4,3.4485151721075398,0.9631725474268884,0.1646465625909047,0.19802082,val,0,0.19802082
76,689.241212121212,0.030203151684521,0.5239819673342695,13531,6441,5117616,1.0,0.0360824742268041,0.1691368788142981,0.0013940385463077,0.1904761904761904,4,26.25340383876369,0.9706823342220076,0.4760180326657305,0.33567697,val,0,0.33567697
77,10.626801346801344,0.0183582491582491,0.8506186500352078,9941,1485,78904,1.0,0.0257731958762886,0.1679653679653679,0.0006134162829852,0.2,4,3.259877658256724,0.981972700497665,0.1493813499647922,0.16132346,val,0,0.16132346
78,18.01589225589225,0.0194948480845442,0.9655632553414104,65947,2271,133768,1.0,0.0360824742268041,0.1961577350859454,0.0038418183699727,0.0476190476190476,4,4.244513312017322,0.98087793369317,0.0344367446585894,0.22847095,val,0,0.22847095
79,28.18424242424242,0.0181907325912503,0.7137246183488958,13494,3863,209268,1.0,0.0309278350515463,0.1961577350859454,0.008141931960104,0.0666666666666666,4,5.308883444213333,0.98213425833787,0.2862753816511042,0.24992517,val,0,0.24992517
80,0.0,0.0,1.0,6952,0,0,1.0,0.0154639175257731,0.1666666666666666,0.0001589760416746,0.3333333333333333,3,0.001,1.0,0.0,0.03567593,val,0,0.03567593
81,747.6638383838383,0.1267164487398143,0.4688475088072471,9935,5277,5551404,1.0,0.0360824742268041,0.1961577350859454,0.0065471688944063,0.1428571428571428,4,27.34344234700229,0.8875347485327463,0.5311524911927529,0.35570288,val,0,0.35570288
82,1019.5744107744108,0.1159708180363362,0.0614895308772859,11319,10623,7570340,1.0,0.0360824742268041,0.2340168878166465,0.0707433037556963,0.0476190476190476,4,31.93077530806934,0.8960807790293309,0.938510469122714,0.5200133,val,0,0.5200133
83,265.89898989898984,0.0779847963281698,0.708552796588914,11961,3486,1974300,1.0,0.0257731958762886,0.1685490877497828,0.0009030840183725,0.2,4,16.306409503596733,0.9276568680803275,0.291447203411086,0.21153721,val,0,0.21153721
84,538.9640404040404,0.0709043112513144,0.6367109158628593,10471,3804,4001808,1.0,0.0360824742268041,0.1971544715447154,0.0088809603099775,0.0952380952380952,4,23.21559909638432,0.9337902457704508,0.3632890841371406,0.3355952,val,0,0.3355952
85,218.0207407407407,0.0617571628232005,0.7536157024793388,11616,2862,1618804,1.0,0.0360824742268041,0.1688424717145343,0.0016244807842478,0.1904761904761904,4,14.765525447499003,0.9418349458938532,0.2463842975206611,0.24718453,val,0,0.24718453
86,553.1323905723905,0.0375448258196721,0.6038157093566064,9854,3904,4107008,1.0,0.0309278350515463,0.2320574162679425,0.0494894961349745,0.2,4,23.518766795314555,0.963813779525129,0.3961842906433935,0.41040406,val,0,0.41040406
87,0.0,0.0,1.0,6220,0,0,1.0,0.0360824742268041,0.2449494949494949,0.0611679224039675,0.0476190476190476,4,0.001,1.0,0.0,0.3181373,val,0,0.3181373
88,336.38033670033667,0.335791799656273,0.8899665009725524,37016,4073,2497624,1.0,0.0257731958762886,0.2421972534332085,0.0416475298052138,0.3,4,18.34067440691145,0.748619657836888,0.1100334990274476,0.25930545,val,0,0.25930545
89,921.5272727272726,1.0369978691500277,0.6792476711219118,39504,12671,6842340,1.0,0.0360824742268041,0.1754068716094032,0.0010162808424119,0.1904761904761904,4,30.35666769800784,0.4909185302276566,0.3207523288780882,0.14884077,val,0,0.14884077
90,15.310437710437707,0.3184726622381195,0.8627340955320194,14257,1957,113680,1.0,0.0309278350515463,0.2434127979924717,0.0389880706690705,0.0666666666666666,4,3.912855569841252,0.7584533442676701,0.1372659044679806,0.22209798,val,0,0.22209798
91,1409.946936026936,0.2149092159559835,-0.0589023537636914,17164,18175,10468856,1.0,0.0309278350515463,0.2431077694235588,0.0468832660315485,0.0666666666666666,4,37.549260139541175,0.823106769515386,1.0,0.5023057,val,0,0.5023057
92,16.61198653198653,0.2514265734265734,0.7861202512713132,10029,2145,123344,1.0,0.0206185567010309,0.2016632016632016,0.0031419215543995,0.1666666666666666,4,4.075780604005389,0.7990880337963946,0.2138797487286867,0.13016209,val,0,0.13016209
93,209.3257912457912,0.4889720332577476,0.7795551112221945,12003,2646,1554244,1.0,0.0309278350515463,0.2031413612565445,0.0035586719484481,0.1333333333333333,4,14.468095667564242,0.6716042864902457,0.2204448887778055,0.1640944,val,0,0.1640944
