node,throughput_raw,delay_raw,loss_raw,txPackets,rxPackets,bytes_,uptime_ratio,degree_centrality,closeness,betweenness,clustering_coeff,k_shell,throughput,delay,loss,soft_label,run_split,mask,true_label
120,418.46626262626256,0.3662852125693161,0.8702948933109566,41710,5410,3107112,1.0,0.0463917525773195,0.204857444561774,0.0062654385006289,0.1111111111111111,4,20.456447971880717,0.7319116029364672,0.1297051066890434,0.264964,val,0,0.264964
121,214.1489562289562,0.3712560813799204,0.6423034330011074,12642,4522,1590056,1.0,0.0309278350515463,0.1744604316546762,0.0011388446261049,0.0666666666666666,4,14.6338292059514,0.7292583884066945,0.3576965669988926,0.15963069,val,0,0.15963069
122,0.0,0.0,1.0,6449,0,0,1.0,0.0309278350515463,0.2035676810073452,0.002196488144087,0.0,4,0.001,1.0,0.0,0.20203207,val,0,0.20203207
123,1490.2270707070704,0.0029720146415668,-0.2907105166278071,8149,10518,11064936,1.0,0.0360824742268041,0.2317801672640382,0.0155676758889728,0.2857142857142857,4,38.603459323059,0.9970367920558292,1.0,0.57185274,val,0,0.57185274
124,580.0522558922559,0.0010534098680996,0.349022102083002,6289,4094,4306888,1.0,0.0206185567010309,0.1932270916334661,0.0038418786135254,0.1666666666666666,4,24.084274057821546,0.9989476986365408,0.650977897916998,0.3360909,val,0,0.3360909
125,0.0,0.0,1.0,11125,0,0,1.0,0.0206185567010309,0.1668099742046431,0.000309642935571,0.1666666666666666,4,0.001,1.0,0.0,0.11099307,val,0,0.11099307
126,519.9784511784511,0.0011962425068119,0.6539368222536539,10605,3670,3860840,1.0,0.0309278350515463,0.1682567215958369,0.0010433279663021,0.0666666666666666,4,22.80303602984592,0.99880518677955,0.3460631777463461,0.28798375,val,0,0.28798375
127,0.0,0.0,1.0,9946,0,0,1.0,0.0154639175257731,0.1913214990138067,5.564161458611541e-05,0.6666666666666666,3,0.001,1.0,0.0,0.08607896,val,0,0.08607896
128,441.6274747474747,0.0029071992300288,0.4887649663769067,6097,3117,3279084,1.0,0.0206185567010309,0.193419740777667,0.0015919224909129,0.1666666666666666,3,21.01493458822736,0.9971012280774724,0.5112350336230933,0.24228285,val,0,0.24228285
129,706.343973063973,0.0581422846966034,0.3366804489072652,11851,7861,5244604,1.0,0.0463917525773195,0.1961577350859454,0.0110597107846186,0.1666666666666666,4,26.577132540286826,0.945052489124112,0.6633195510927348,0.43892753,val,0,0.43892753
130,703.4391919191918,0.1397623941958887,0.2151838671411625,8430,6616,5223036,1.0,0.0309278350515463,0.1947791164658634,0.0041650489650062,0.0666666666666666,4,26.52242811130217,0.8773758505214657,0.7848161328588374,0.35597086,val,0,0.35597086
131,384.103973063973,0.1034360014754703,0.1678944137507673,3258,2711,2851972,1.0,0.0206185567010309,0.1930348258706467,0.0004424621191887,0.1666666666666666,4,19.59857071482441,0.9062600809315992,0.8321055862492327,0.30441722,val,0,0.30441722
132,27.0006734006734,0.1131233062330623,0.6405960845427097,10267,3690,200480,1.0,0.0206185567010309,0.1672413793103448,0.0005266558308596,0.0,4,5.196217316536463,0.8983730682848744,0.3594039154572903,0.13437775,val,0,0.13437775
133,685.7977104377104,0.1378127737226277,0.3340894361633182,12344,8220,5092048,1.0,0.0463917525773195,0.1961577350859454,0.0024068972709536,0.1388888888888889,4,26.187739716090626,0.8788792172971128,0.6659105638366818,0.40570948,val,0,0.40570948
134,742.8923905723905,0.132289569128101,0.4613160362613316,12796,6893,5515976,1.0,0.0360824742268041,0.1951710261569416,0.0035601094772613,0.0952380952380952,4,27.256052384239183,0.8831663094538899,0.5386839637386683,0.34965563,val,0,0.34965563
135,951.2727272727273,0.8647859327217127,0.6623993392525295,38744,13080,7063200,1.0,0.0309278350515463,0.194,0.0028358358281973,0.2666666666666666,4,30.842709483324047,0.5362545815328353,0.3376006607474705,0.18207167,val,0,0.18207167
136,2154.5179797979795,0.3806071492724986,-0.7998706757193663,9279,16701,15997296,1.0,0.0515463917525773,0.2340168878166465,0.0579557835406882,0.0888888888888888,4,46.41678555003545,0.72431900742144,1.0,0.5746909,val,0,0.5746909
137,0.0,0.0,1.0,35634,0,0,1.0,0.0360824742268041,0.1955645161290322,0.0024204632265099,0.1428571428571428,4,0.001,1.0,0.0,0.21690367,val,0,0.21690367
138,414.4242424242424,0.4231794871794871,0.7099940511600238,10086,2925,3077100,1.0,0.0360824742268041,0.1951710261569416,0.0036121900285139,0.1428571428571428,4,20.357412493346065,0.7026520611127126,0.2900059488399762,0.21854419,val,0,0.21854419
139,540.2424242424241,0.3647315852682146,0.5204453829909772,10418,4996,4011300,1.0,0.0360824742268041,0.1953675730110775,0.0018238791341189,0.0476190476190476,4,23.24311565264916,0.7327448201497199,0.4795546170090228,0.26337516,val,0,0.26337516
140,328.6249158249158,0.0101606920587503,0.7124758428172643,13971,4017,2440040,1.0,0.0206185567010309,0.1938061938061938,0.0032426237236343,0.0,4,18.12801469617993,0.9899415091691576,0.2875241571827357,0.25290337,val,0,0.25290337
141,0.0,0.0,1.0,37668,0,0,1.0,0.0257731958762886,0.1936127744510978,0.0051109988065813,0.1,4,0.001,1.0,0.0,0.17184526,val,0,0.17184526
142,1226.4425589225589,0.0529430263030185,-0.182078935291418,8716,10303,9106336,1.0,0.0360824742268041,0.1684027777777778,0.0017009607856784,0.0952380952380952,4,35.02060193546877,0.9497190019018346,1.0,0.4290111,val,0,0.4290111
143,431.8545454545454,0.6210643314247221,0.447319434102755,10744,5938,3206520,1.0,0.0257731958762886,0.194,0.0003807158246023,0.3,4,20.78111032776029,0.6168786646000158,0.5526805658972449,0.1833169,val,0,0.1833169
144,1853.4545454545453,0.9949578183245048,0.3205087186050232,37506,25485,13761900,1.0,0.0360824742268041,0.1945837512537613,0.0033447345169475,0.0952380952380952,4,43.05176589240615,0.501263731400529,0.6794912813949767,0.2782034,val,0,0.2782034
145,323.4634343434343,0.4110214629872974,0.7576947569518149,9422,2283,2401716,1.0,0.0309278350515463,0.1953675730110775,0.0043407242354948,0.1333333333333333,4,17.98508925036054,0.708706441561054,0.2423052430481851,0.18445565,val,0,0.18445565
146,483.4338047138047,0.1318112029014709,0.8819204872594038,42031,4963,3589496,1.0,0.0463917525773195,0.2331730769230769,0.0539613052699958,0.1388888888888889,4,21.987128182502705,0.8835395845494687,0.1180795127405962,0.39852154,val,0,0.39852154
147,388.77952861952855,0.0030133345481049,0.9114438778803332,30986,2744,2886688,1.0,0.0360824742268041,0.1959595959595959,0.0035888966661895,0.1428571428571428,4,19.71749298515226,0.9969957183575604,0.0885561221196669,0.30655417,val,0,0.30655417
148,0.0,0.0,1.0,9285,0,0,1.0,0.0154639175257731,0.1928429423459244,0.0002488524242169,0.0,3,0.001,1.0,0.0,0.061319947,val,0,0.061319947
149,0.0,0.0,1.0,39114,0,0,1.0,0.0257731958762886,0.1943887775551102,0.0018342231752306,0.2,4,0.001,1.0,0.0,0.17533568,val,0,0.17533568
150,2246.036363636363,0.6451060453971441,0.0911953387087281,33982,30883,16676820,1.0,0.0360824742268041,0.2309523809523809,0.038649555757349,0.238095238095238,4,47.39236610084332,0.6078635494641262,0.908804661291272,0.4481677,val,0,0.4481677
151,0.0,0.0,1.0,10200,0,0,1.0,0.0309278350515463,0.2301304863582443,0.0130388121988463,0.2666666666666666,4,0.001,1.0,0.0,0.25839284,val,0,0.25839284
152,883.5620202020201,0.2585037602820211,0.7777313448428971,38287,8510,6560448,1.0,0.0515463917525773,0.1963562753036437,0.0092362343898052,0.2222222222222222,4,29.724771171566992,0.7945943679786127,0.2222686551571029,0.35332286,val,0,0.35332286
153,0.0,0.0,1.0,10392,0,0,1.0,0.0309278350515463,0.1681109185441941,0.0008626040021264,0.2,4,0.001,1.0,0.0,0.15641375,val,0,0.15641375
154,820.7073400673399,0.6116409533001708,0.2602702108963093,18208,13469,6093752,1.0,0.0309278350515463,0.194,0.00277881642125,0.1333333333333333,4,28.647990175007735,0.6204855975844319,0.7397297891036907,0.25677523,val,0,0.25677523
155,379.6455218855218,0.2413671510119356,0.6391385767790262,10680,3854,2818868,1.0,0.0206185567010309,0.228235294117647,0.0104965733244137,0.3333333333333333,4,19.484494422117344,0.8055634460641411,0.3608614232209738,0.26393008,val,0,0.26393008
156,2175.7667340067337,0.3010707420421662,-0.4533984228313931,13315,19352,16155068,1.0,0.0309278350515463,0.1679653679653679,0.0014210338445154,0.0666666666666666,4,46.64511480323243,0.7685977154711786,1.0,0.37977368,val,0,0.37977368
157,0.0,0.0,1.0,10397,0,0,1.0,0.0257731958762886,0.194,0.0033101394032968,0.2,4,0.001,1.0,0.0,0.17553832,val,0,0.17553832
158,179.27973063973062,0.4346858776946766,0.5642254601226994,5216,2273,1331152,1.0,0.0257731958762886,0.1943887775551102,0.0002445918663001,0.5,4,13.38953814138974,0.6970166888426119,0.4357745398773006,0.17872517,val,0,0.17872517
159,0.0,0.0,1.0,9860,0,0,1.0,0.0309278350515463,0.1379800853485064,0.0014707450227721,0.0666666666666666,4,0.001,1.0,0.0,0.10622715,val,0,0.10622715
160,10.0223569023569,0.0078271837875611,0.8918612559510315,13233,1431,74416,1.0,0.0206185567010309,0.1547049441786284,0.0042973020605091,0.0,3,3.1658107811991703,0.9922336052118128,0.1081387440489685,0.05153282,val,0,0.05153282
161,883.1455892255891,0.3124497080900751,-0.5146538655886812,7916,11990,6557356,1.0,0.0309278350515463,0.2077087794432548,0.1314743496210833,0.0,4,29.71776556582929,0.7619339574201565,1.0,0.43648788,val,0,0.43648788
162,594.9290235690235,0.0067055013098356,0.231233980227023,5462,4199,4417348,1.0,0.0154639175257731,0.1363316936050597,0.0004359903490558,0.0,3,24.391166937418625,0.9933391629417828,0.7687660197729769,0.17573105,val,0,0.17573105
163,11.524309764309765,0.0096509754562618,0.9573743226567948,37278,1589,85568,1.0,0.0309278350515463,0.1786372007366482,0.0208676299870681,0.0,4,3.394747525856637,0.9904412755587144,0.0426256773432051,0.19004491,val,0,0.19004491
164,708.0985858585858,0.0084027310924369,0.460521344918776,15882,8568,5257632,1.0,0.0257731958762886,0.2059447983014862,0.0969895458511185,0.0,3,26.6101218873305,0.9916672864587206,0.5394786550812241,0.3495505,val,0,0.3495505
165,0.0,0.0,1.0,3300,0,0,1.0,0.0257731958762886,0.1375886524822695,0.0005189157357844,0.2,4,0.001,1.0,0.0,0.08965156,val,0,0.08965156
166,1130.1446464646465,0.0335278325804369,-0.3869070451348932,7821,10847,8391324,1.0,0.0309278350515463,0.1771689497716895,0.0290310589913976,0.0,3,33.61762406037414,0.9675598164621004,1.0,0.37255022,val,0,0.37255022
167,0.0,0.0,1.0,10613,0,0,1.0,0.0257731958762886,0.1383737517831669,0.0009133075762796,0.2,4,0.001,1.0,0.0,0.09103583,val,0,0.09103583
168,0.0,0.0,1.0,9279,0,0,1.0,0.0206185567010309,0.1375886524822695,0.0010778575625538,0.0,3,0.001,1.0,0.0,0.0,val,0,0.0
169,0.0,0.0,1.0,6117,0,0,1.0,0.0257731958762886,0.1776556776556776,0.0173610470389489,0.1,4,0.001,1.0,0.0,0.15448005,val,0,0.15448005
170,437.8020202020202,0.0010652330097087,0.510998575724007,6319,3090,3250680,1.0,0.0412371134020618,0.1561996779388083,0.0033825180451963,0.1428571428571428,4,20.923719105408104,0.9989359005041998,0.489001424275993,0.3284328,val,0,0.3284328
171,968.2127946127944,0.0236896477760216,0.2124822190611664,11248,8858,7188980,1.0,0.0309278350515463,0.1776556776556776,0.0261063574828864,0.0666666666666666,4,31.1161179393059,0.9768585646758392,0.7875177809388336,0.39999065,val,0,0.39999065
172,322.0282828282828,0.0392266774641369,0.6777752926265563,13413,4322,2391060,1.0,0.0257731958762886,0.1768459434822242,0.0260724296980373,0.0,3,17.945146525684397,0.9622539737337616,0.3222247073734436,0.19271767,val,0,0.19271767
173,12.798922558922555,0.0165491217443973,0.7219134242883611,5937,1651,95032,1.0,0.0257731958762886,0.177007299270073,0.013912340708452,0.1,3,3.577558323622769,0.983720293106939,0.2780865757116388,0.13659152,val,0,0.13659152
174,471.664377104377,0.029225923700811,0.6566979478189131,9697,3329,3502108,1.0,0.0206185567010309,0.1768459434822242,0.004421797199293,0.0,3,21.717835483868484,0.971603976320648,0.3433020521810869,0.18173763,val,0,0.18173763
175,0.0,0.0,1.0,5259,0,0,1.0,0.0206185567010309,0.1536025336500396,0.0064209529409038,0.0,3,0.001,1.0,0.0,0.026799655,val,0,0.026799655
176,703.240404040404,0.0604793996647874,0.2137294836468192,8347,6563,5221560,1.0,0.0309278350515463,0.1555733761026463,0.0021017162629523,0.0666666666666666,4,26.51868030352197,0.9429697552975526,0.7862705163531808,0.32248443,val,0,0.32248443
177,416.4078114478114,0.0868798911194283,0.7513115586393637,11818,2939,3091828,1.0,0.0154639175257731,0.1538461538461538,0.0002853937900142,0.0,3,20.406072930571707,0.9200648647294902,0.2486884413606362,0.08555792,val,0,0.08555792
178,1556.7714478114476,0.2084770003937229,-0.264329398378609,14062,17779,11559028,1.0,0.0309278350515463,0.1554487179487179,0.0024472487254924,0.0666666666666666,4,39.45594313676265,0.8274878211783916,1.0,0.35676727,val,0,0.35676727
179,927.2280134680134,0.2250369031160268,-0.2717067892886124,7394,9403,6884668,1.0,0.0309278350515463,0.1776556776556776,0.0113203529313779,0.1333333333333333,4,30.45041895389969,0.8163019395222962,1.0,0.35759553,val,0,0.35759553
180,700.6249158249158,0.2562592517694641,-0.4894578313253012,3320,4945,5202140,1.0,0.0360824742268041,0.1559485530546623,0.0040624003953954,0.1428571428571428,4,26.469320293972714,0.7960140381784108,1.0,0.3188513,val,0,0.3188513
181,254.37845117845117,0.2252299662265889,0.7367442612350469,12372,3257,1888760,1.0,0.0257731958762886,0.1549520766773162,0.0009759050041353,0.1,4,15.949246131979129,0.8161733124106958,0.2632557387649531,0.13754791,val,0,0.13754791
182,410.3935353535353,0.2359828052550232,0.856318010215412,36024,5176,3047172,1.0,0.0257731958762886,0.154828411811652,0.0024468754097246,0.1,4,20.25817208816075,0.8090727441743558,0.143681989784588,0.13580917,val,0,0.13580917
183,12.767676767676766,0.0011320241360394,0.8686031425688338,13874,1823,94800,1.0,0.0360824742268041,0.1559485530546623,0.0075588558655702,0.1428571428571428,4,3.573188739442232,0.9988692558935808,0.1313968574311662,0.19200961,val,0,0.19200961
184,294.2879461279461,0.2022608018207283,0.6410707553097901,15914,5712,2185088,1.0,0.0309278350515463,0.1550759392486011,0.0044928643073774,0.1333333333333333,4,17.1548228532954,0.8317662843915227,0.3589292446902099,0.18596177,val,0,0.18596177
185,1209.790707070707,0.0122086306323917,-0.9543457497612226,5235,10231,8982696,1.0,0.0257731958762886,0.1774931381518755,0.0167382857069572,0.1,4,34.7820457717873,0.9879386222731924,1.0,0.42323568,val,0,0.42323568
186,378.8401346801346,0.0219959760479041,0.670481452249408,12670,4175,2812888,1.0,0.0309278350515463,0.1556982343499197,0.0056626060939398,0.0666666666666666,4,19.463816061608643,0.9784774338026618,0.329518547750592,0.2481715,val,0,0.2481715
187,478.15164983164976,0.3550935468895079,0.5161181624171628,8903,4308,3550276,1.0,0.0412371134020618,0.1567043618739903,0.0047989932424524,0.1785714285714285,4,21.86667900783404,0.7379564328200128,0.4838818375828372,0.23061022,val,0,0.23061022
188,514.604175084175,0.3428434411935672,0.5911431513903193,12623,5161,3820936,1.0,0.0257731958762886,0.1774931381518755,0.0237790388009393,0.1,4,22.684888716592265,0.7446884493930016,0.4088568486096807,0.20144431,val,0,0.20144431
189,921.9841077441076,0.2155708867381637,0.2652315971554872,10406,7646,6845732,1.0,0.0257731958762886,0.1550759392486011,0.0017108425733766,0.2,4,30.36419122492986,0.8226587284295513,0.7347684028445127,0.26623031,val,0,0.26623031
190,329.1544781144781,0.3122482172659687,0.830133243988557,38801,6591,2443972,1.0,0.0360824742268041,0.1561996779388083,0.0077636613278405,0.0952380952380952,4,18.14261500210149,0.7620509495402259,0.1698667560114429,0.15890545,val,0,0.15890545
191,259.68161616161615,0.2925719478945774,0.7268514687629293,12085,3301,1928136,1.0,0.0309278350515463,0.155324259407526,0.0031080875987665,0.1333333333333333,4,16.114639839649417,0.7736513248866826,0.2731485312370707,0.14660648,val,0,0.14660648
192,0.0,0.0,1.0,10886,0,0,1.0,0.0257731958762886,0.154828411811652,0.0034945682133332,0.0,3,0.001,1.0,0.0,0.047990378,val,0,0.047990378
193,469.6533333333333,0.0028768723733687,0.2250599931436407,5834,4521,3487176,1.0,0.0206185567010309,0.1768459434822242,0.0182732573470246,0.3333333333333333,4,21.671486666431846,0.997131380279455,0.7749400068563592,0.33287686,val,0,0.33287686
194,424.6254545454545,0.0013777410744077,0.5346273291925466,6440,2997,3152844,1.0,0.0206185567010309,0.1547049441786284,0.0025543035625296,0.0,3,20.60644208846968,0.998624154484471,0.4653726708074533,0.17077957,val,0,0.17077957
