,SP,KD,Top10,Top20
Degree,0.7830424855758248,0.6052640834238233,0.6,0.6
PR,0.5714715058358218,0.40226441617865577,0.3,0.5
K-shell,0.831711136730128,0.6745924559656843,0.1,0.15
MLP,0.7952078565396989,0.6011697662921113,0.5,0.7
GCN,0.8765678458960308,0.6991582204209987,0.8,0.85
SAGE,0.8491395075807128,0.6591553031942031,0.7,0.6
GAT,0.841400127351634,0.645916692656922,0.5,0.65
Ours,0.9387007000681341,0.7853713683466125,0.4,0.4
