,SP_mean,SP_std,KD_mean,KD_std
Struct_only,0.8524495300820135,0.008888884274583841,0.6798670702253198,0.009365547702539112
Semantic_only,0.7183175980769129,0.048806548484007534,0.5387335874212018,0.04515670280560883
Struct+Semantic,0.8554078932874708,0.008625386245058278,0.6852763797948453,0.008786129388573517
