trial_id,avg_node_importance,avg_edge_bc,cross_comm_ratio,fragility_score,path_length,num_selected_paths,delta_E@1,delta_E@3,delta_E@5,delta_E@10,delta_LCC@1,delta_LCC@3,delta_LCC@5,delta_LCC@10,delta_ASP@1,delta_ASP@3,delta_ASP@5,delta_ASP@10,norm_delta_E@1,norm_delta_E@3,norm_delta_E@5,norm_delta_E@10,norm_delta_LCC@1,norm_delta_LCC@3,norm_delta_LCC@5,norm_delta_LCC@10,norm_delta_ASP@1,norm_delta_ASP@3,norm_delta_ASP@5,norm_delta_ASP@10,set_score,top1_score,search_score,rank
45,0.33535740147737997,0.08137373725807738,0.045021754561462575,0.46098062511338017,0.07726648158969988,10,0.014613080669330952,0.018891457153957097,0.029620718456380035,0.0285842497779996,0.005169867060561217,0.015878877400295366,0.019571639586410616,0.025480059084194928,0.6312394619084403,0.7312404751944603,1.1380502353068689,1.0985983508741661,0.5,0.537822870900883,1.0,0.6295235116882594,0.5,0.9523809523809558,0.75,1.0,0.5,0.6233161711797525,0.9273432518226699,0.48916976381946736,0.767728502421332,0.5,0.7409556521791988,1
10,0.2585877995972781,0.27421923291653716,0.03734987665254092,0.36598063920739365,0.06386245162625016,10,0.014613080669330952,0.018811371961371948,0.029620718456380035,0.02592447254542829,0.005169867060561217,0.016248153618906858,0.019571639586410616,0.02363367799113736,0.6312394619084403,0.858930722195824,1.1380502353068689,1.2067976059175418,0.5,0.5263606907930019,1.0,0.19226305612398456,0.5,1.0,0.75,0.5454545454545554,0.5,1.0,0.9273432518226699,0.6607055838997412,0.7335696808993281,0.5,0.7102127128093954,2
33,0.14901666318642992,0.27486376975286586,0.001123406583649995,0.5221788322178986,0.05281732825915547,10,0.014613080669330952,0.018811371961371948,0.02787584984459983,0.027694628288378195,0.005169867060561217,0.016248153618906858,0.020679468242245203,0.02363367799113736,0.6312394619084403,0.858930722195824,1.0162256522468676,1.2277686802977072,0.5,0.5263606907930019,0.7605863421173878,0.4832720538338109,0.5,1.0,1.0,0.5454545454545554,0.5,1.0,0.5620181590790617,0.6939524897155345,0.7301826978881502,0.5,0.7071644280993352,3
11,0.14301108309810776,0.11989500273172028,0.008200057073055666,0.6788094597088731,0.0500843973882433,10,0.014613080669330952,0.018811371961371948,0.02849032474878055,0.028300965007214962,0.005169867060561217,0.016248153618906858,0.018833087149187522,0.023264401772525756,0.6312394619084403,0.858930722195824,1.1622790064178936,1.1369817716283848,0.5,0.5263606907930019,0.8448985267104047,0.5829522325559979,0.5,1.0,0.5833333333333249,0.4545454545454446,0.5,1.0,1.0,0.5500216759137013,0.7269013237613194,0.5,0.7042111913851875,4
31,0.23394009098661778,0.0839131359527338,0.036562629788071774,0.5799997271595271,0.06558441611304952,10,0.014613080669330952,0.018891457153957097,0.029620718456380035,0.028487292568542516,0.005169867060561217,0.015878877400295366,0.019571639586410616,0.02363367799113736,0.6312394619084403,0.7312404751944603,1.1380502353068689,1.1586377402150623,0.5,0.537822870900883,1.0,0.6135839987627876,0.5,0.9523809523809558,0.75,0.5454545454545554,0.5,0.6233161711797525,0.9273432518226699,0.5843543922494947,0.726028464750122,0.5,0.7034256182751099,5
21,0.16867133662024078,0.12727703586976327,0.14731554818747375,0.4958386505847758,0.060897428737746506,10,0.014613080669330952,0.018811371961371948,0.02849032474878055,0.028751710095460112,0.005169867060561217,0.016248153618906858,0.018833087149187522,0.025110782865583436,0.6312394619084403,0.858930722195824,1.1622790064178936,0.7900458630600076,0.5,0.5263606907930019,0.8448985267104047,0.6570535521010546,0.5,1.0,0.5833333333333249,0.9090909090909165,0.5,1.0,1.0,0.0,0.7245263346698558,0.5,0.7020737012028703,6
42,0.16587515330102512,0.13892469089686751,0.035795872231246195,0.5136326207123757,0.14577166285848547,10,0.014613080669330952,0.018811371961371948,0.029620718456380035,0.02580412781662765,0.005169867060561217,0.016248153618906858,0.019571639586410616,0.023264401772525756,0.6312394619084403,0.858930722195824,1.1380502353068689,1.2085947414755553,0.5,0.5263606907930019,1.0,0.17247869587917755,0.5,1.0,0.75,0.4545454545454446,0.5,1.0,0.9273432518226699,0.6635547081530985,0.7215869779103768,0.5,0.6994282801193392,7
9,0.1953340471983491,0.2972997957545797,0.0038827302135270394,0.42461542080641396,0.07886800602713033,10,0.014613080669330952,0.018811371961371948,0.029620718456380035,0.026943171411921207,0.005169867060561217,0.016248153618906858,0.019571639586410616,0.024372230428360342,0.6312394619084403,0.858930722195824,1.1380502353068689,0.8573487409994689,0.5,0.5263606907930019,1.0,0.3597344988413441,0.5,1.0,0.75,0.7272727272727223,0.5,1.0,0.9273432518226699,0.10669994314175164,0.71082345687461,0.5,0.6897411111871491,8
0,0.12,0.1,0.03,0.65,0.1,10,0.014613080669330952,0.018811371961371948,0.029620718456380035,0.027050033789739414,0.005169867060561217,0.016248153618906858,0.019571639586410616,0.022525849335302772,0.6312394619084403,0.858930722195824,1.1380502353068689,1.0747258335518177,0.5,0.5263606907930019,1.0,0.3773023956694172,0.5,1.0,0.75,0.2727272727272777,0.5,1.0,0.9273432518226699,0.45132299828833733,0.7005618454778558,0.5,0.6805056609300703,9
15,0.18125386291030648,0.21484493280233946,0.02471141039005036,0.5291474599772429,0.05004233392006096,10,0.014613080669330952,0.018811371961371948,0.029620718456380035,0.026892609269815043,0.005169867060561217,0.016248153618906858,0.019571639586410616,0.022525849335302772,0.6312394619084403,0.858930722195824,1.1380502353068689,1.0463454683021274,0.5,0.5263606907930019,1.0,0.3514222142556634,0.5,1.0,0.75,0.2727272727272777,0.5,1.0,0.9273432518226699,0.4063296272588259,0.6926870063174931,0.5,0.6734183056857439,10
52,0.16000463906935505,0.09769114606424537,0.0016624742035673487,0.6663454289315698,0.07429631173126255,10,0.014613080669330952,0.018811371961371948,0.029620718456380035,0.026892609269815043,0.005169867060561217,0.016248153618906858,0.019571639586410616,0.022525849335302772,0.6312394619084403,0.858930722195824,1.1380502353068689,1.0463454683021274,0.5,0.5263606907930019,1.0,0.3514222142556634,0.5,1.0,0.75,0.2727272727272777,0.5,1.0,0.9273432518226699,0.4063296272588259,0.6926870063174931,0.5,0.6734183056857439,11
48,0.15821387541722995,0.17859588448178026,0.09005672416904036,0.5147601526251394,0.058373363306810006,10,0.014613080669330952,0.018811371961371948,0.029620718456380035,0.026892609269815043,0.005169867060561217,0.016248153618906858,0.019571639586410616,0.022525849335302772,0.6312394619084403,0.858930722195824,1.1380502353068689,1.0463454683021274,0.5,0.5263606907930019,1.0,0.3514222142556634,0.5,1.0,0.75,0.2727272727272777,0.5,1.0,0.9273432518226699,0.4063296272588259,0.6926870063174931,0.5,0.6734183056857439,12
