dataset,semantic_dim,mean_spearman,std,num_seeds
Cora,16,0.8238058828050123,0.018429485018304395,5
Cora,32,0.8178423104795417,0.016551585429456367,5
Cora,64,0.8117437554159913,0.015929774093133637,5
Cora,128,0.8030364420420076,0.015474937359423326,5
Cora,256,0.799217102352797,0.01578001910093223,5
