,SP_mean,SP_std,KD_mean,KD_std
Struct_only,0.9081515764671992,0.012564985425316982,0.7502945288764984,0.016972368320100545
Semantic_only,0.602127936740773,0.06794560804268372,0.4437392584055919,0.056603666330831345
Struct+Semantic,0.8915459349235789,0.01408070388035391,0.7188063368640556,0.01594173712128353
