,SP_mean,SP_std,KD_mean,KD_std
L0_MLP,0.5919423997344913,0.052296348500059604,0.423030493259745,0.04026217140194323
L1_1Layer_GNN,0.5226366199594393,0.04053914346958866,0.3738088788607906,0.031316075617998713
L2_2Layer_GNN,0.5638703954207167,0.052475548410992286,0.4041110598540948,0.04295623303063043
L3_GNN_Rank,0.8920300516801353,0.01194664075447166,0.7184165335357693,0.013584664483761309
L4_MultiBeta,0.8959802347210573,0.016771227539458512,0.7258784092181567,0.01957391583972998
L5_Full,0.8905116808598212,0.015273879451620492,0.7175168797731193,0.016819120986342022
