,SP,KD,Top10,Top20
Degree,0.5877549405324225,0.4534511873079783,0.3,0.25
PR,0.3470890087840572,0.22862338689841882,0.1,0.05
K-shell,0.6307344436251399,0.5068487993271527,0.5,0.6
MLP,0.5988977759715777,0.4322888751464679,0.4,0.5
GCN,0.6856511471752095,0.5086297248873102,0.8,0.8
SAGE,0.5846786669706745,0.4210846345411978,0.5,0.55
GAT,0.6449228744901248,0.46562912990849825,0.3,0.45
Ours,0.8585329486275687,0.6796052675576251,0.1,0.15
