,SP,KD,Top10,Top20
Degree,0.7042924039729619,0.5621908472938694,0.5,0.55
PR,0.10515283502429955,0.06740054821091035,0.3,0.25
K-shell,0.7097001687845182,0.5870110118912626,0.4,0.7
MLP,0.5605608518889658,0.3988714381517543,0.5,0.9
GCN,0.5826578355941159,0.4259439292247266,0.6,0.85
SAGE,0.5619616212098072,0.4002821404634073,0.5,0.8
GAT,0.7477446610030025,0.5615012842510665,0.5,0.8
Ours,0.9122408647897194,0.7412358958791714,0.4,0.8
