,SP_mean,SP_std,KD_mean,KD_std
L0_MLP,0.8464432416645618,0.003550576184970372,0.6623168671129863,0.0031319609476767513
L1_1Layer_GNN,0.889545454292643,0.002836798208430293,0.7144270384468588,0.0033506099745104862
L2_2Layer_GNN,0.904490717078847,0.004732192231307766,0.7340827751435658,0.006305048988734666
L3_GNN_Rank,0.9409550382082426,0.0026298688524262676,0.7912392013712707,0.004148859888160136
L4_MultiBeta,0.9437351666972964,0.0016634062061728677,0.7968311969130564,0.002395211147716679
L5_Full,0.9418306451597583,0.0022963575194615738,0.792847598824722,0.003430299582571893
