,SP,KD,Top10,Top20
Degree,0.7213575456060003,0.57446645740706,0.5,0.45
PR,0.1490700032585184,0.09363391374324807,0.3,0.25
K-shell,0.6995924751903144,0.5793524666471425,0.6,0.6
MLP,0.4614688579329479,0.3281267401715113,0.5,0.75
GCN,0.6025288320501975,0.4432286446152133,0.9,0.9
SAGE,0.5372961174858865,0.3883505958347255,0.5,0.65
GAT,0.5882978892661058,0.43323309945428223,0.6,0.75
Ours,0.8727542584165484,0.6975721127074285,0.5,0.75
