epoch,loss,g_reg,g_rank,topk,b_reg,b_rank,mono,spearman,kendall
103,0.13388028740882874,0.0033036216627806425,0.006790035404264927,0.006957427132874727,0.04391029477119446,0.13259734213352203,0.0667339488863945,0.2819838056680162,0.17678812415654524
104,0.12755078077316284,0.002457947703078389,0.006096718832850456,0.005258677061647177,0.04330221563577652,0.14262063801288605,0.06784296780824661,0.2908906882591093,0.1821862348178138
105,0.13349397480487823,0.002513215644285083,0.006638405844569206,0.007079712115228176,0.04379552602767944,0.1364399641752243,0.06116275116801262,0.2908906882591093,0.1821862348178138
106,0.12585504353046417,0.002676432952284813,0.007343948353081942,0.004350606352090836,0.043552882969379425,0.1371973603963852,0.0620749294757843,0.2908906882591093,0.1821862348178138
107,0.12936516106128693,0.002889609197154641,0.007035601884126663,0.005152086727321148,0.04381377249956131,0.13886938989162445,0.061842069029808044,0.2908906882591093,0.1821862348178138
108,0.12974309921264648,0.002214976819232106,0.007488704752177,0.005677244160324335,0.04391102120280266,0.13546696305274963,0.06323277950286865,0.2866396761133604,0.17408906882591094
109,0.1353929042816162,0.0023276146966964006,0.007322990335524082,0.007071237079799175,0.04356655105948448,0.13656513392925262,0.060384612530469894,0.28441295546558704,0.17408906882591094
110,0.1254165768623352,0.0031548042315989733,0.007912957109510899,0.003808335168287158,0.043179962784051895,0.13436396420001984,0.06201803311705589,0.28441295546558704,0.17408906882591094
111,0.12354699522256851,0.0019087002146989107,0.005787866190075874,0.005802607629448175,0.043721750378608704,0.13594992458820343,0.059202779084444046,0.2742914979757085,0.1659919028340081
112,0.12288080155849457,0.0023753808345645666,0.0058326199650764465,0.005210201255977154,0.04335341230034828,0.1366286426782608,0.060754239559173584,0.27408906882591094,0.1659919028340081
113,0.12109172344207764,0.002508534351363778,0.00664915144443512,0.004123714752495289,0.043185967952013016,0.13563789427280426,0.058319091796875,0.27408906882591094,0.1659919028340081
114,0.12099941074848175,0.002437193412333727,0.005650776904076338,0.004659600090235472,0.0426657572388649,0.13857817649841309,0.05869283899664879,0.2716599190283401,0.16329284750337383
115,0.12874680757522583,0.002456634072586894,0.007828678004443645,0.005217699334025383,0.042816340923309326,0.13416160643100739,0.059432320296764374,0.2716599190283401,0.16329284750337383
116,0.1354723423719406,0.0024915167596191168,0.007490594871342182,0.007165474817156792,0.04327820986509323,0.13423235714435577,0.05841134488582611,0.27408906882591094,0.1659919028340081
117,0.12412557005882263,0.0028788549825549126,0.005786117631942034,0.005797205958515406,0.04262851923704147,0.13253037631511688,0.05920324847102165,0.2704453441295547,0.16329284750337383
118,0.13675546646118164,0.002269316464662552,0.006270498502999544,0.008428135886788368,0.04374847933650017,0.1364346593618393,0.0566142275929451,0.2704453441295547,0.16329284750337383
119,0.13175618648529053,0.002545237075537443,0.006078757345676422,0.006523977965116501,0.04327978938817978,0.14116279780864716,0.062242958694696426,0.2704453441295547,0.16329284750337383
120,0.1258959323167801,0.002232202561572194,0.0071107205003499985,0.005287121050059795,0.04273102432489395,0.13430564105510712,0.057070083916187286,0.267004048582996,0.16059379217273956
121,0.12660133838653564,0.003310141386464238,0.006725470535457134,0.0039259325712919235,0.043436113744974136,0.14319176971912384,0.0628722757101059,0.2726720647773279,0.16329284750337383
122,0.11857888847589493,0.0025074409786611795,0.0060788486152887344,0.004809673875570297,0.04319804161787033,0.12905873358249664,0.05892889201641083,0.2742914979757085,0.1659919028340081
123,0.1484733670949936,0.0023565853480249643,0.005498338025063276,0.011846723966300488,0.0427282340824604,0.13778193295001984,0.05574087053537369,0.27753036437246964,0.16869095816464239
124,0.1330179125070572,0.002270675962790847,0.006502589676529169,0.007671586703509092,0.04323480278253555,0.1331181526184082,0.06026510149240494,0.27753036437246964,0.16869095816464239
125,0.13574860990047455,0.0026864861138164997,0.0066664135083556175,0.007588466629385948,0.04249432310461998,0.13657476007938385,0.05618539825081825,0.27611336032388667,0.1659919028340081
126,0.13098923861980438,0.00256688566878438,0.007094590924680233,0.005927069578319788,0.0432271733880043,0.1378195583820343,0.05600375309586525,0.27611336032388667,0.1659919028340081
127,0.12941086292266846,0.0022070349659770727,0.005838434677571058,0.006851781625300646,0.04251951724290848,0.13783690333366394,0.05762453377246857,0.2757085020242915,0.16329284750337383
128,0.11590777337551117,0.002704874612390995,0.005525135900825262,0.0043369559571146965,0.04352446645498276,0.130293607711792,0.05921071767807007,0.2757085020242915,0.16329284750337383
129,0.12724409997463226,0.002547204028815031,0.006241879425942898,0.0061575379222631454,0.04301464185118675,0.13457365334033966,0.056221190840005875,0.27672064777327937,0.1659919028340081
130,0.12890686094760895,0.002643877873197198,0.007612245623022318,0.005159410648047924,0.04304061084985733,0.1358713060617447,0.055539004504680634,0.27105263157894743,0.16329284750337383
131,0.12051554769277573,0.002175903180614114,0.006117020267993212,0.004054059274494648,0.04325651004910469,0.14073200523853302,0.055166590958833694,0.27105263157894743,0.16329284750337383
132,0.11860253661870956,0.00258628954179585,0.0063630626536905766,0.004389611072838306,0.042867597192525864,0.13062338531017303,0.05418398231267929,0.2668016194331984,0.16059379217273956
133,0.12357558310031891,0.002444463549181819,0.006502837408334017,0.005497543141245842,0.04265205189585686,0.13120771944522858,0.05690517649054527,0.2668016194331984,0.16059379217273956
134,0.11241936683654785,0.0023001590743660927,0.006251913961023092,0.0031272706110030413,0.04285653308033943,0.13070447742938995,0.05280585587024689,0.26943319838056684,0.1659919028340081
135,0.11647568643093109,0.003450201591476798,0.006487727630883455,0.003613560227677226,0.042676929384469986,0.1272284984588623,0.05613896995782852,0.27408906882591094,0.16869095816464239
136,0.12862899899482727,0.002839613240212202,0.007868197746574879,0.004534905310720205,0.04245547577738762,0.13797377049922943,0.05238420516252518,0.2692307692307693,0.1659919028340081
137,0.11952833086252213,0.0023044913541525602,0.006649935618042946,0.004101109225302935,0.04288436099886894,0.1344185322523117,0.05180366709828377,0.2682186234817814,0.1659919028340081
138,0.1097588911652565,0.0022273582872003317,0.006552739068865776,0.002761190989986062,0.0427267961204052,0.1268528401851654,0.05024097487330437,0.2647773279352227,0.16329284750337383
139,0.11466653645038605,0.0023486092686653137,0.006149781867861748,0.0036561230663210154,0.04282484948635101,0.13155494630336761,0.051726534962654114,0.2647773279352227,0.16329284750337383
140,0.1250184178352356,0.0023002969101071358,0.0067522875033319,0.005210239905864,0.04305113106966019,0.1360512524843216,0.04925936833024025,0.2647773279352227,0.16329284750337383
141,0.1217721551656723,0.0022769379429519176,0.006079203449189663,0.0054496899247169495,0.0430058129131794,0.13233330845832825,0.050732046365737915,0.265587044534413,0.1659919028340081
142,0.1153636947274208,0.002301142318174243,0.00618174159899354,0.003577427938580513,0.04273656755685806,0.13345837593078613,0.05324376001954079,0.265587044534413,0.1659919028340081
143,0.12802532315254211,0.002152096014469862,0.006487371399998665,0.0071740602143108845,0.042356424033641815,0.12887021899223328,0.05144568905234337,0.265587044534413,0.1659919028340081
144,0.1171475499868393,0.0026897143106907606,0.005957181099802256,0.004982973914593458,0.04326338320970535,0.12565332651138306,0.049764566123485565,0.265587044534413,0.1659919028340081
145,0.11237886548042297,0.002735183807089925,0.005584282800555229,0.002601027023047209,0.04291804879903793,0.1370960921049118,0.05503922328352928,0.265587044534413,0.1659919028340081
146,0.12789294123649597,0.002526220865547657,0.00513723399490118,0.008059903047978878,0.04286743327975273,0.12855328619480133,0.055881425738334656,0.2647773279352227,0.16329284750337383
147,0.1264026015996933,0.0028963980730623007,0.006961804814636707,0.004814725834876299,0.043233126401901245,0.13716866075992584,0.052574802190065384,0.2647773279352227,0.16329284750337383
148,0.11996755003929138,0.0020708178635686636,0.005969147197902203,0.005240876227617264,0.043249763548374176,0.13214178383350372,0.0507822148501873,0.2682186234817814,0.1659919028340081
149,0.12466807663440704,0.0027074364479631186,0.006637253798544407,0.005812154151499271,0.043500036001205444,0.129098042845726,0.05042905732989311,0.2682186234817814,0.1659919028340081
150,0.11249610036611557,0.0023238714784383774,0.0044550965540111065,0.0045324042439460754,0.04366231709718704,0.1318814903497696,0.05313975736498833,0.26619433198380565,0.16329284750337383
151,0.13118138909339905,0.0021449076011776924,0.005924693774431944,0.007939843460917473,0.042957551777362823,0.13284189999103546,0.05213222652673721,0.26619433198380565,0.16329284750337383
152,0.12629325687885284,0.002561727073043585,0.006660065613687038,0.00599625613540411,0.04293249547481537,0.1310318112373352,0.055690567940473557,0.2692307692307693,0.1659919028340081
153,0.11631735414266586,0.002522192196920514,0.006117100827395916,0.0036090107169002295,0.04263541102409363,0.13483674824237823,0.04968121647834778,0.26842105263157895,0.16329284750337383
154,0.117882639169693,0.0023039388470351696,0.0064791059121489525,0.004574078135192394,0.04223363474011421,0.1283164769411087,0.055360130965709686,0.26842105263157895,0.16329284750337383
155,0.1187523603439331,0.0025841996539384127,0.005079666618257761,0.005637201480567455,0.04296626150608063,0.13012561202049255,0.05209583044052124,0.2682186234817814,0.16059379217273956
156,0.12447882443666458,0.0023213105741888285,0.005512719042599201,0.006584923714399338,0.04253644868731499,0.13254962861537933,0.05025762692093849,0.2657894736842105,0.15789473684210525
157,0.12625578045845032,0.0025971182622015476,0.006882644724100828,0.005852242466062307,0.04244932532310486,0.13062253594398499,0.0541713684797287,0.27004048582995954,0.16059379217273956
158,0.12967298924922943,0.0026746965013444424,0.005520012695342302,0.009031259454786777,0.04291156306862831,0.12128562480211258,0.05214407667517662,0.27489878542510127,0.16329284750337383
159,0.12131116539239883,0.002595594385638833,0.005762833636254072,0.0059159863740205765,0.0425291508436203,0.1283261477947235,0.051446542143821716,0.27489878542510127,0.16329284750337383
160,0.12780825793743134,0.0022316966205835342,0.005861686542630196,0.007385067641735077,0.0418427400290966,0.13090717792510986,0.05069935321807861,0.2753036437246964,0.1659919028340081
161,0.11310482025146484,0.0026116957888007164,0.0060209790244698524,0.0037935804575681686,0.04266664385795593,0.12708202004432678,0.050403136759996414,0.27672064777327937,0.16869095816464239
162,0.12218357622623444,0.0025395918637514114,0.005796394310891628,0.00586735038086772,0.041613318026065826,0.13087736070156097,0.049556247889995575,0.28238866396761136,0.17139001349527666
163,0.12179920077323914,0.002484446158632636,0.0067999642342329025,0.005515523720532656,0.042010653764009476,0.1260240226984024,0.05026070773601532,0.28238866396761136,0.17139001349527666
164,0.1314743459224701,0.002812343882396817,0.006335261277854443,0.007750664837658405,0.04244626313447952,0.12895266711711884,0.05092918872833252,0.28238866396761136,0.17139001349527666
165,0.12527869641780853,0.003086566925048828,0.007217924110591412,0.006146333180367947,0.04176229611039162,0.12216419726610184,0.04911766201257706,0.28238866396761136,0.17139001349527666
166,0.1377420425415039,0.0020430523436516523,0.005748948082327843,0.010172641836106777,0.04259849339723587,0.13012991845607758,0.04995426535606384,0.28238866396761136,0.17139001349527666
167,0.11167359352111816,0.002053013537079096,0.00470155943185091,0.005338856019079685,0.041855648159980774,0.12414421886205673,0.04945014789700508,0.28238866396761136,0.17139001349527666
