epoch,loss,g_reg,g_rank,topk,b_reg,b_rank,mono,spearman,kendall
1,6.619654178619385,0.670994222164154,0.6699516177177429,0.5658637881278992,0.05966075137257576,0.6148985028266907,0.4093477725982666,0.059109311740890694,0.03643724696356276
2,4.311371803283691,0.3149821162223816,0.5473873615264893,0.3234393000602722,0.057878658175468445,0.5750572681427002,0.41974422335624695,0.0402834008097166,0.02564102564102564
3,3.877138376235962,0.16443605720996857,0.507543683052063,0.3416982591152191,0.07142359018325806,0.589758574962616,0.41661521792411804,0.1939271255060729,0.14709851551956815
4,3.3564882278442383,0.1310083270072937,0.4056100845336914,0.3260044455528259,0.07905370742082596,0.5516068935394287,0.43210819363594055,0.24919028340080973,0.1659919028340081
5,3.0791285037994385,0.11751186847686768,0.40651780366897583,0.26297974586486816,0.08090643584728241,0.5608381628990173,0.44215184450149536,0.3246963562753037,0.21457489878542513
6,2.392104387283325,0.11601065844297409,0.33447152376174927,0.1606203317642212,0.08387483656406403,0.5133410096168518,0.4777553081512451,0.308502024291498,0.20377867746288802
7,2.2586312294006348,0.10103058815002441,0.3330194056034088,0.13744951784610748,0.09277789294719696,0.5108717083930969,0.5195003747940063,0.35202429149797576,0.2388663967611336
8,1.5467379093170166,0.07132390141487122,0.24533221125602722,0.05856242775917053,0.10307531803846359,0.47462978959083557,0.5578632950782776,0.3977732793522267,0.2658569500674764
9,1.2749942541122437,0.05781391263008118,0.20742174983024597,0.03544916957616806,0.11697858572006226,0.44439685344696045,0.5758071541786194,0.4334008097165992,0.2928475033738192
10,1.111771583557129,0.05338837578892708,0.16145850718021393,0.045425254851579666,0.12008761614561081,0.37821683287620544,0.6075526475906372,0.4846153846153847,0.3387314439946019
11,1.043182134628296,0.06999167054891586,0.14153245091438293,0.03830616921186447,0.12009953707456589,0.3553534746170044,0.5985594987869263,0.5224696356275305,0.38461538461538464
12,1.0563362836837769,0.07437557727098465,0.1306598037481308,0.050019826740026474,0.11461899429559708,0.3459196984767914,0.5717406868934631,0.5238866396761134,0.3603238866396761
13,0.964648425579071,0.07851610332727432,0.12488909810781479,0.031727198511362076,0.11279737949371338,0.33214300870895386,0.5397261381149292,0.5101214574898786,0.349527665317139
14,0.8325737118721008,0.058572206646203995,0.09416723996400833,0.041666414588689804,0.10173237323760986,0.3103832006454468,0.4905461072921753,0.5064777327935223,0.3387314439946019
15,0.7509438395500183,0.049136191606521606,0.09377212077379227,0.02532162517309189,0.09565578401088715,0.3314911723136902,0.4660641551017761,0.5174089068825911,0.35222672064777333
16,0.5440958738327026,0.030513696372509003,0.06450436264276505,0.01238612737506628,0.09298201650381088,0.3233496844768524,0.43057501316070557,0.5323886639676113,0.37381916329284753
17,0.6935020685195923,0.022724933922290802,0.062284890562295914,0.05757354199886322,0.09296347200870514,0.3178558647632599,0.403484582901001,0.49149797570850207,0.35492577597840763
18,0.6157497763633728,0.01880856603384018,0.05901036411523819,0.04259390011429787,0.09099165350198746,0.3266179859638214,0.3881674110889435,0.3791497975708502,0.26045883940620784
19,0.6340597867965698,0.01796126365661621,0.06670326739549637,0.040079373866319656,0.09431561827659607,0.331468403339386,0.40423816442489624,0.27408906882591094,0.19568151147098517
20,0.6856256127357483,0.018387626856565475,0.06696601212024689,0.05049663409590721,0.09483399987220764,0.34740373492240906,0.4020739495754242,0.2993927125506073,0.20647773279352227
21,0.5813450217247009,0.016217472031712532,0.04585472494363785,0.044801414012908936,0.09400578588247299,0.3431244194507599,0.4028277099132538,0.3334008097165992,0.22267206477732795
22,0.4658414423465729,0.01729407347738743,0.041288215667009354,0.023283332586288452,0.09558422118425369,0.310509592294693,0.40301987528800964,0.41639676113360324,0.2793522267206478
23,0.4191904067993164,0.016683559864759445,0.0328185074031353,0.02123425342142582,0.09658918529748917,0.2965667247772217,0.39474815130233765,0.4313765182186235,0.28205128205128205
24,0.468051016330719,0.021028907969594002,0.041214317083358765,0.024980949237942696,0.09888608008623123,0.2837000787258148,0.3913237154483795,0.42429149797570853,0.27125506072874495
25,0.4389348328113556,0.02417936362326145,0.03536982089281082,0.021826084703207016,0.09835969656705856,0.276915580034256,0.38187894225120544,0.39230769230769236,0.24426450742240216
26,0.43217208981513977,0.02028011344373226,0.03435453027486801,0.02402784675359726,0.09742578119039536,0.2742674648761749,0.36486467719078064,0.34554655870445344,0.22267206477732795
27,0.3626077473163605,0.018952809274196625,0.022581055760383606,0.017530495300889015,0.09632105380296707,0.277160108089447,0.357157826423645,0.3360323886639676,0.21457489878542513
28,0.3818330466747284,0.017162036150693893,0.024507706984877586,0.025309955701231956,0.09188477694988251,0.25101155042648315,0.3443377912044525,0.3412955465587045,0.2253711201079622
29,0.34730204939842224,0.01358320377767086,0.022950882092118263,0.019122391939163208,0.0880679115653038,0.26216474175453186,0.3327449858188629,0.33805668016194335,0.2280701754385965
30,0.3733057677745819,0.013208837248384953,0.023640038445591927,0.0262724831700325,0.08412764966487885,0.2553163468837738,0.32765331864356995,0.3526315789473684,0.23346828609986506
31,0.33791443705558777,0.0134946433827281,0.023944368585944176,0.0178834181278944,0.08001077175140381,0.25042107701301575,0.31254473328590393,0.3548582995951417,0.23616734143049933
32,0.34583088755607605,0.010998314246535301,0.02184910885989666,0.023134548217058182,0.07800953090190887,0.25304993987083435,0.29998233914375305,0.35141700404858306,0.23076923076923075
33,0.3190321922302246,0.009650075808167458,0.02550012245774269,0.015503380447626114,0.07825961709022522,0.24300223588943481,0.2863194942474365,0.3651821862348178,0.24966261808367074
34,0.38071873784065247,0.008375376462936401,0.02722894214093685,0.030363701283931732,0.07492215931415558,0.24433119595050812,0.26732754707336426,0.38967611336032393,0.25775978407557354
35,0.314650297164917,0.007477537263184786,0.021586261689662933,0.01860194094479084,0.07374503463506699,0.2512866258621216,0.2595793604850769,0.3815789473684211,0.252361673414305
36,0.30066850781440735,0.007315505295991898,0.019162151962518692,0.02024005725979805,0.06877247989177704,0.23036818206310272,0.24581335484981537,0.397165991902834,0.26855600539811064
37,0.25375398993492126,0.005757484119385481,0.01647311821579933,0.013925982639193535,0.0652017742395401,0.21582581102848053,0.23134709894657135,0.40728744939271255,0.2766531713900135
38,0.2885643541812897,0.0074926684610545635,0.020009350031614304,0.017978308722376823,0.06280152499675751,0.2218209058046341,0.21392205357551575,0.4261133603238867,0.2901484480431849
39,0.3058953285217285,0.0072620222344994545,0.01700368896126747,0.025547722354531288,0.05995868518948555,0.2196059226989746,0.20475253462791443,0.4248987854251013,0.2874493927125506
40,0.2516429126262665,0.0066222939640283585,0.019129304215312004,0.011183952912688255,0.058276187628507614,0.21543057262897491,0.19711796939373016,0.4143724696356275,0.2793522267206478
41,0.2627899646759033,0.008240988478064537,0.021114328876137733,0.011945776641368866,0.05796290934085846,0.21100623905658722,0.18409639596939087,0.4046558704453442,0.27125506072874495
42,0.2319709062576294,0.007202616427093744,0.015174848027527332,0.011454110965132713,0.05831585451960564,0.20106826722621918,0.1734047830104828,0.3941295546558705,0.2631578947368421
43,0.2596128284931183,0.008625677786767483,0.022118695080280304,0.012057841755449772,0.05769077315926552,0.19692105054855347,0.16344495117664337,0.3722672064777328,0.24966261808367074
44,0.20715531706809998,0.007851414382457733,0.014276329427957535,0.007556050084531307,0.05679503455758095,0.18795041739940643,0.153614342212677,0.348582995951417,0.2280701754385965
45,0.22570845484733582,0.007266911678016186,0.01530548743903637,0.010874425992369652,0.054826416075229645,0.1948958784341812,0.15087354183197021,0.31599190283400813,0.21997300944669368
46,0.22857600450515747,0.008478817529976368,0.01758137159049511,0.008754688315093517,0.053824249655008316,0.19658683240413666,0.14299115538597107,0.29473684210526313,0.20377867746288802
47,0.21235020458698273,0.006408484652638435,0.015922753140330315,0.00887689646333456,0.05249059945344925,0.18629397451877594,0.1339142769575119,0.28906882591093114,0.19838056680161945
48,0.21861675381660461,0.007250634953379631,0.013671798631548882,0.012484926730394363,0.05101662501692772,0.182325541973114,0.128694549202919,0.29473684210526313,0.20107962213225372
49,0.2046632319688797,0.006385084241628647,0.013762537389993668,0.01019346248358488,0.05163349211215973,0.1766701489686966,0.1251872479915619,0.2941295546558705,0.19568151147098517
50,0.21311062574386597,0.00597689813002944,0.011649081483483315,0.014530588872730732,0.05161242559552193,0.17591924965381622,0.12306749075651169,0.31639676113360327,0.20917678812415658
51,0.1790277063846588,0.005368111655116081,0.011174838058650494,0.00745763024315238,0.05207637697458267,0.1707306057214737,0.12184072285890579,0.31518218623481786,0.21187584345479082
52,0.1904449462890625,0.0049750907346606255,0.014442997053265572,0.007131783291697502,0.05220490321516991,0.1753167062997818,0.12101486325263977,0.3157894736842105,0.20647773279352227
53,0.20992030203342438,0.004459212068468332,0.011287649162113667,0.016762178391218185,0.05051589012145996,0.1624334156513214,0.11897001415491104,0.3174089068825911,0.20107962213225372
54,0.17757590115070343,0.004169931635260582,0.01040632463991642,0.008313193917274475,0.04954629763960838,0.17335842549800873,0.11684619635343552,0.3307692307692308,0.21187584345479082
55,0.17055606842041016,0.003112823236733675,0.010082286782562733,0.007841989398002625,0.05060186609625816,0.17015987634658813,0.11955868452787399,0.33238866396761135,0.21457489878542513
56,0.19022086262702942,0.003465864807367325,0.011838053353130817,0.012986179441213608,0.05028165876865387,0.1546957790851593,0.11604481190443039,0.32753036437246963,0.21187584345479082
57,0.18457406759262085,0.003983786795288324,0.00684872642159462,0.01450891513377428,0.05035676807165146,0.16319464147090912,0.11950787901878357,0.321255060728745,0.20917678812415658
58,0.18127351999282837,0.00433746725320816,0.0123096639290452,0.009018032811582088,0.04830346256494522,0.16130416095256805,0.11582930386066437,0.3317813765182186,0.21727395411605938
59,0.19989484548568726,0.004097608849406242,0.011234210804104805,0.014859560877084732,0.049668144434690475,0.1603575050830841,0.11494532227516174,0.3350202429149797,0.21727395411605938
60,0.1799522042274475,0.0036969471257179976,0.011383670382201672,0.009612247347831726,0.04881133884191513,0.1637549251317978,0.11318805813789368,0.31821862348178137,0.20377867746288802
61,0.17825505137443542,0.004303302615880966,0.010330645367503166,0.010196946561336517,0.04857184365391731,0.1599089652299881,0.11480153352022171,0.3111336032388664,0.20107962213225372
62,0.17244361340999603,0.0035142139531672,0.009965091943740845,0.009747982025146484,0.04882124066352844,0.1583462953567505,0.11466119438409805,0.3107287449392713,0.20107962213225372
63,0.15848740935325623,0.003151525743305683,0.009173785336315632,0.007083650678396225,0.04831898584961891,0.1596577912569046,0.11009940505027771,0.3107287449392713,0.19838056680161945
64,0.17684200406074524,0.00454886956140399,0.010550069622695446,0.01055126916617155,0.048636458814144135,0.1519448161125183,0.11006896197795868,0.307085020242915,0.19568151147098517
65,0.14777904748916626,0.0035965435672551394,0.00869342777878046,0.004455107264220715,0.04770887270569801,0.16073398292064667,0.10804786533117294,0.3010121457489879,0.18758434547908234
66,0.1526828110218048,0.0031218640506267548,0.008777269162237644,0.006072647869586945,0.04841799661517143,0.15932530164718628,0.1072530448436737,0.2995951417004049,0.1821862348178138
67,0.16067302227020264,0.003593192668631673,0.009448439814150333,0.006953103002160788,0.0482536256313324,0.16155698895454407,0.10408475250005722,0.3101214574898785,0.18488529014844804
68,0.14774461090564728,0.0038489741273224354,0.010161736980080605,0.0039131660014390945,0.04881460219621658,0.15378481149673462,0.10259117931127548,0.3157894736842105,0.18758434547908234
69,0.16815589368343353,0.0038905213586986065,0.010164638981223106,0.009634657762944698,0.04776572808623314,0.1488589346408844,0.10217352956533432,0.31781376518218624,0.19838056680161945
70,0.16928604245185852,0.003830558620393276,0.010165139101445675,0.009310819208621979,0.04768360033631325,0.1542866975069046,0.09953340142965317,0.30303643724696355,0.1902834008097166
71,0.14425528049468994,0.0038503457326442003,0.009895836003124714,0.0040211426094174385,0.048094190657138824,0.14852802455425262,0.09671971946954727,0.2979757085020243,0.18488529014844804
72,0.16423514485359192,0.0036681233905255795,0.008433875627815723,0.010211884044110775,0.047430407255887985,0.15079866349697113,0.09112729877233505,0.2941295546558705,0.1794871794871795
73,0.15474256873130798,0.004166183993220329,0.008882918395102024,0.006504390388727188,0.04657552018761635,0.1562843918800354,0.08839168399572372,0.2975708502024291,0.1821862348178138
74,0.15922172367572784,0.004340105690062046,0.008767792023718357,0.00774787925183773,0.045985911041498184,0.15537644922733307,0.08811725676059723,0.3004048582995951,0.18488529014844804
75,0.14907300472259521,0.003741669934242964,0.009265942499041557,0.005947081372141838,0.046157106757164,0.14893050491809845,0.08837506175041199,0.30202429149797577,0.18758434547908234
76,0.16152261197566986,0.0034875913988798857,0.008085371926426888,0.010000529699027538,0.046124670654535294,0.1511983722448349,0.08582118153572083,0.2882591093117409,0.1794871794871795
77,0.14837725460529327,0.0037898782175034285,0.008532695472240448,0.006019880063831806,0.04606145620346069,0.15208588540554047,0.08619049936532974,0.2882591093117409,0.1794871794871795
78,0.1511867791414261,0.0037203652318567038,0.009166941046714783,0.006917973048985004,0.045143142342567444,0.14666195213794708,0.08568784594535828,0.2868421052631579,0.1794871794871795
79,0.13101640343666077,0.003839647164568305,0.007623789831995964,0.003634830005466938,0.04576655477285385,0.14268235862255096,0.08553753048181534,0.2868421052631579,0.1794871794871795
80,0.15743106603622437,0.004142050165683031,0.007875162176787853,0.009111989289522171,0.04559982940554619,0.14879830181598663,0.082115538418293,0.2850202429149798,0.1794871794871795
81,0.15550878643989563,0.0034848160576075315,0.007635741960257292,0.008430404588580132,0.045399218797683716,0.1554761379957199,0.081440769135952,0.28927125506072876,0.18488529014844804
82,0.15593303740024567,0.00438371067866683,0.00848099309951067,0.008597888052463531,0.045176297426223755,0.144546777009964,0.08215425163507462,0.28927125506072876,0.18488529014844804
83,0.13753372430801392,0.0031366681214421988,0.007561085280030966,0.00481788907200098,0.044651079922914505,0.15113985538482666,0.07843317836523056,0.28582995951417,0.1821862348178138
84,0.15262284874916077,0.0039802310056984425,0.009263481013476849,0.008416122756898403,0.04489406198263168,0.13642196357250214,0.07770431041717529,0.28360323886639677,0.1794871794871795
85,0.13310056924819946,0.002495025983080268,0.008001348003745079,0.004714955575764179,0.045373354107141495,0.14319993555545807,0.07722315937280655,0.2793522267206478,0.17408906882591094
86,0.1429985612630844,0.003490632865577936,0.007323737721890211,0.007438830565661192,0.045007042586803436,0.14095063507556915,0.07815099507570267,0.2793522267206478,0.17408906882591094
87,0.15811026096343994,0.0031434595584869385,0.008610274642705917,0.009887779131531715,0.044574443250894547,0.14457391202449799,0.07640277594327927,0.2787449392712551,0.17139001349527666
88,0.1365136057138443,0.0027218901086598635,0.005880799610167742,0.006399850826710463,0.04472263902425766,0.1504373401403427,0.07671518623828888,0.2730769230769231,0.16329284750337383
89,0.13156867027282715,0.0031262056436389685,0.007025476079434156,0.005406710784882307,0.044109538197517395,0.13910049200057983,0.07151903212070465,0.2732793522267207,0.1659919028340081
90,0.145803302526474,0.0033199081663042307,0.009107452817261219,0.00715510081499815,0.044005632400512695,0.1381722241640091,0.07040742039680481,0.2787449392712551,0.17408906882591094
91,0.14884743094444275,0.003166742855682969,0.00956543255597353,0.007082469295710325,0.04285985231399536,0.14263702929019928,0.07034360617399216,0.28360323886639677,0.1821862348178138
92,0.12972316145896912,0.0029527635779231787,0.00776349101215601,0.004366065375506878,0.0435185506939888,0.1396021544933319,0.07103678584098816,0.28016194331983807,0.17678812415654524
93,0.14295965433120728,0.002399410353973508,0.006148744840174913,0.008456191048026085,0.044144708663225174,0.14727911353111267,0.07123474031686783,0.2795546558704453,0.17408906882591094
94,0.12830251455307007,0.002912122057750821,0.005031134467571974,0.005766760557889938,0.04451188072562218,0.1447777897119522,0.07012203335762024,0.28299595141700407,0.17678812415654524
95,0.13781683146953583,0.0026932298205792904,0.007236651610583067,0.006444436497986317,0.04474354535341263,0.1439705342054367,0.07036244124174118,0.291497975708502,0.18488529014844804
96,0.15639662742614746,0.0029293198604136705,0.007547633722424507,0.010643753223121166,0.04463872313499451,0.1445811539888382,0.06654305756092072,0.2917004048582996,0.18758434547908234
97,0.14360105991363525,0.003086295211687684,0.007531355135142803,0.007910127751529217,0.044433627277612686,0.13996775448322296,0.0691566914319992,0.2917004048582996,0.18758434547908234
98,0.14470075070858002,0.00303427642211318,0.006989540997892618,0.009255451150238514,0.04422232508659363,0.13570556044578552,0.06709685176610947,0.2842105263157895,0.1821862348178138
99,0.13247305154800415,0.0027492400258779526,0.007330804597586393,0.005479660350829363,0.04413383826613426,0.14088857173919678,0.06331641972064972,0.28886639676113357,0.18488529014844804
100,0.14756496250629425,0.0031627947464585304,0.008065903559327126,0.008706576190888882,0.04383506998419762,0.1378144472837448,0.06620568782091141,0.28279352226720655,0.1794871794871795
101,0.13180401921272278,0.002867084229364991,0.006933003198355436,0.006041350308805704,0.04322322458028793,0.13721732795238495,0.065488301217556,0.28157894736842104,0.17408906882591094
102,0.1227525919675827,0.0027196966111660004,0.005913805682212114,0.00448813708499074,0.04268457368016243,0.13958920538425446,0.06478851288557053,0.2819838056680162,0.17678812415654524
