,SP,KD,Top10,Top20
Degree,0.7157600425081744,0.5399386640332703,0.7,0.65
PR,0.49293422452120567,0.34882395975764746,0.6,0.45
K-shell,0.7744889271273252,0.6076199822114791,0.0,0.1
MLP,0.6416175059598911,0.4710047176600749,0.0,0.1
GCN,0.7698430215612018,0.5796758173358042,0.8,0.8
SAGE,0.7556453576854171,0.5697699752242298,0.0,0.0
GAT,0.7396440132088961,0.5527990017312305,0.1,0.1
Ours,0.8554559461265298,0.6848138945842153,0.1,0.1
