,SP_mean,SP_std,KD_mean,KD_std
L0_MLP,0.4892538436016395,0.03134409166951847,0.34100957675203913,0.025448869857323503
L1_1Layer_GNN,0.4552632830654429,0.03971559157637014,0.31738033485458017,0.02978214122079223
L2_2Layer_GNN,0.5158288077738787,0.07061494649799924,0.3632385227335172,0.05321651934943941
L3_GNN_Rank,0.8031300659599776,0.011669892643048563,0.6187305767217015,0.01238707147448876
L4_MultiBeta,0.8231324466131997,0.022286850511714664,0.6418629952993473,0.022530636868386127
L5_Full,0.8006330745790396,0.045552814702680834,0.6163340196937881,0.04543691898008471
