,SP_mean,SP_std,KD_mean,KD_std
Struct_only,0.8445113127460984,0.01678343052671604,0.6645014114172838,0.01654472869244145
Semantic_only,0.6388990488995935,0.03878677385193685,0.46480632407390543,0.031655758045008274
Struct+Semantic,0.8008604357304753,0.04512197376351234,0.6163991990228241,0.044673000610973124
