epoch,loss,rank,reg,topk,spearman,kendall,top5,top10,top20
1,1.029118537902832,0.40542322397232056,0.44769203662872314,0.32625851035118103,0.6458849294241945,0.4617454504454319,0.0,0.0,0.0
2,0.5330579876899719,0.20673681795597076,0.6728121042251587,0.0829850286245346,0.7251038272615642,0.5372009865826632,0.0,0.0,0.05
3,0.37522363662719727,0.15195046365261078,0.5219234824180603,0.04446408152580261,0.7896974509861953,0.6012626978961376,0.0,0.0,0.05
4,0.2567498981952667,0.13007424771785736,0.2705080509185791,0.03034880943596363,0.7737916983555768,0.5839591825820248,0.0,0.0,0.0
5,0.22189092636108398,0.12313904613256454,0.2020641267299652,0.025421759113669395,0.7907220191951974,0.6001930821776383,0.0,0.0,0.0
6,0.208295077085495,0.12344639003276825,0.18825697898864746,0.018914390355348587,0.8063821415512834,0.6151373780796594,0.0,0.0,0.0
7,0.19607634842395782,0.11805569380521774,0.18174538016319275,0.015664685517549515,0.8040182916317279,0.6132749234935304,0.0,0.0,0.0
8,0.18765109777450562,0.1176370158791542,0.1700681447982788,0.012662416324019432,0.8009645883665314,0.6119660226091402,0.0,0.0,0.0
9,0.1912461221218109,0.12344653159379959,0.16521644592285156,0.012156441807746887,0.8102903305624587,0.6239782482065329,0.0,0.0,0.0
10,0.1777842938899994,0.11290448158979416,0.16796498000621796,0.009660210460424423,0.8182339044582551,0.6336321687523088,0.0,0.0,0.0
11,0.17758449912071228,0.11173713952302933,0.16825167834758759,0.010247907601296902,0.8240625020504863,0.6397392673130551,0.0,0.0,0.0
12,0.17277924716472626,0.10870517045259476,0.17016246914863586,0.008683552034199238,0.8269557163672178,0.6426413884494183,0.0,0.0,0.0
13,0.1706627458333969,0.10632738471031189,0.17262256145477295,0.008365733548998833,0.8291669884676535,0.6447822739313422,0.0,0.0,0.0
14,0.16773883998394012,0.10353676974773407,0.17829038202762604,0.007143294904381037,0.8302843077828813,0.645621977405195,0.0,0.0,0.0
15,0.16808632016181946,0.1029825359582901,0.18069688975811005,0.007263147737830877,0.8314379962673051,0.6468854812189436,0.0,0.0,0.0
16,0.16509580612182617,0.10032229870557785,0.18208764493465424,0.006764805410057306,0.8326547074184795,0.6484369755729296,0.0,0.0,0.0
17,0.163389652967453,0.09797324240207672,0.18348681926727295,0.006913567893207073,0.8337907183621587,0.6499912266688378,0.0,0.0,0.0
18,0.1640847772359848,0.09902793169021606,0.18289250135421753,0.006792732048779726,0.8352481364978263,0.6522585569946665,0.0,0.0,0.0
19,0.16131755709648132,0.09768936783075333,0.18187285959720612,0.00604421878233552,0.8361184606961584,0.6539250973922525,0.0,0.0,0.0
20,0.15950043499469757,0.0962798222899437,0.17945930361747742,0.006255208980292082,0.8363978654019956,0.6548679031297492,0.0,0.0,0.0
21,0.15999889373779297,0.0984228327870369,0.1768122911453247,0.005688245873898268,0.8365298641961757,0.6555186795428551,0.0,0.0,0.0
22,0.158377006649971,0.09707847982645035,0.17411594092845917,0.0060424902476370335,0.8369973875127582,0.6562177891980392,0.0,0.0,0.0
23,0.16038480401039124,0.09938670694828033,0.17391949892044067,0.005881499499082565,0.8377182038486974,0.6574421487369844,0.0,0.0,0.0
24,0.16099415719509125,0.09988763928413391,0.17452915012836456,0.0058318437077105045,0.8383535128629909,0.6585202197343549,0.0,0.0,0.0
25,0.1570775806903839,0.09707082808017731,0.174746572971344,0.005055185407400131,0.8387149035737147,0.6592408319735706,0.0,0.0,0.0
26,0.1600218564271927,0.09974457323551178,0.1749490648508072,0.005195038393139839,0.8390121363674484,0.6597938343270009,0.0,0.0,0.0
27,0.15981929004192352,0.09959704428911209,0.175515279173851,0.005045104771852493,0.8394589690856901,0.6603799175789414,0.0,0.0,0.0
28,0.15754881501197815,0.0975584164261818,0.17461030185222626,0.005071542225778103,0.8400115293375638,0.6610597300433277,0.0,0.0,0.0
29,0.15947358310222626,0.09983223676681519,0.17538416385650635,0.004684064537286758,0.8405992717756658,0.6617542444521666,0.0,0.0,0.0
30,0.15767930448055267,0.0970589816570282,0.17736710608005524,0.004940125159919262,0.8411102269427768,0.6624217429779133,0.0,0.0,0.0
31,0.1559332013130188,0.09505649656057358,0.17819546163082123,0.004945381078869104,0.841606507496615,0.6633123549867664,0.0,0.0,0.0
32,0.15444768965244293,0.09390776604413986,0.17805728316307068,0.0047484952956438065,0.8420926903975601,0.6642327395587725,0.0,0.0,0.0
33,0.15599258244037628,0.0952652171254158,0.18014571070671082,0.004455763380974531,0.8424506312431536,0.6650095893254557,0.0,0.0,0.0
34,0.15711897611618042,0.09649314731359482,0.17948073148727417,0.0045210737735033035,0.8427040978240342,0.6656750667338209,0.0,0.0,0.05
35,0.15572376549243927,0.09442011266946793,0.17922842502593994,0.005023406818509102,0.8429995648711072,0.6663069118953674,0.0,0.0,0.05
36,0.15590442717075348,0.09498978406190872,0.1800040751695633,0.004608946852385998,0.8432336904806566,0.6668047794179471,0.0,0.0,0.05
37,0.15611660480499268,0.09449879080057144,0.18182344734668732,0.00471385195851326,0.8433198737156217,0.6670946049044433,0.0,0.0,0.05
38,0.15245461463928223,0.09143712371587753,0.18055060505867004,0.004568201489746571,0.8432872250716299,0.6672375878401233,0.0,0.0,0.05
39,0.15387190878391266,0.09308825433254242,0.17986005544662476,0.004550422541797161,0.8433916459404581,0.6675375213199499,0.0,0.0,0.05
40,0.15450651943683624,0.09392492473125458,0.18055157363414764,0.004277416504919529,0.8433475824971665,0.6676305155341782,0.0,0.0,0.05
41,0.15534618496894836,0.09458747506141663,0.1813400536775589,0.004237794317305088,0.8433205565078219,0.6677562229658444,0.0,0.0,0.05
42,0.15590399503707886,0.09523791819810867,0.17971479892730713,0.0045010861940681934,0.8432788773375487,0.6678405792686731,0.0,0.0,0.05
43,0.15621189773082733,0.09565549343824387,0.1802232265472412,0.004326293710619211,0.8432108002986407,0.667782871778855,0.0,0.0,0.05
44,0.15653882920742035,0.09656467288732529,0.1788313090801239,0.004216503817588091,0.8432343557811016,0.6677238770482246,0.0,0.0,0.05
45,0.15561003983020782,0.09581674635410309,0.17909711599349976,0.004042773507535458,0.8433438142754395,0.6677916928901707,0.0,0.0,0.05
46,0.15391817688941956,0.09478134661912918,0.17909838259220123,0.003604874713346362,0.843437223446575,0.6679651840035703,0.0,0.0,0.05
47,0.15336859226226807,0.09408824145793915,0.17868605256080627,0.0037830276414752007,0.8432107058299021,0.6677870984753765,0.0,0.0,0.05
48,0.1521148830652237,0.09213443845510483,0.1789187639951706,0.00420320825651288,0.8429133734799701,0.6675513050276626,0.0,0.0,0.05
49,0.15239587426185608,0.09256862848997116,0.17810973525047302,0.004262879490852356,0.8428332503228588,0.6675946778891857,0.0,0.0,0.05
50,0.1532362997531891,0.09306517243385315,0.1793186217546463,0.004250357858836651,0.84269368238027,0.6675064621476655,0.0,0.0,0.05
51,0.15394866466522217,0.09431876242160797,0.17922471463680267,0.003908328711986542,0.842777932671021,0.6676748070487676,0.0,0.0,0.05
52,0.15275819599628448,0.09338485449552536,0.17984765768051147,0.003612701315432787,0.842920433397884,0.6679218110909777,0.0,0.0,0.05
53,0.15178996324539185,0.09262507408857346,0.18015681207180023,0.0034119002521038055,0.843121609450524,0.6682322201886659,0.0,0.0,0.05
54,0.1531517207622528,0.09285876154899597,0.18083874881267548,0.004027554765343666,0.8436470049585265,0.6688306174827336,0.0,0.0,0.05
55,0.15358997881412506,0.09379047900438309,0.18044550716876984,0.003777232952415943,0.844134169722989,0.6693707544457282,0.0,0.0,0.05
56,0.1557990312576294,0.09515181183815002,0.18109923601150513,0.004211634397506714,0.8443858789723367,0.6695806347701582,0.0,0.0,0.05
57,0.15413342416286469,0.09404723346233368,0.17923855781555176,0.004209744744002819,0.844726222805336,0.6698778115494042,0.0,0.0,0.05
58,0.15498992800712585,0.09527301788330078,0.178968608379364,0.004017554223537445,0.8449898792780888,0.6701211394936032,0.0,0.0,0.05
59,0.15361559391021729,0.09312482178211212,0.18140484392642975,0.004046215210109949,0.84520420483445,0.6703185221880479,0.0,0.0,0.05
60,0.15028752386569977,0.09134532511234283,0.1787472814321518,0.003545344341546297,0.845344330365075,0.6705390615114498,0.0,0.0,0.05
61,0.15191534161567688,0.09220986068248749,0.17886768281459808,0.004030115436762571,0.8452544914826605,0.670556704657322,0.0,0.0,0.05
62,0.15415361523628235,0.0940672978758812,0.18007835745811462,0.0040418715216219425,0.8451197618278906,0.6705019379206594,0.0,0.0,0.05
63,0.1541670262813568,0.0939798653125763,0.18093234300613403,0.0039383042603731155,0.844859800588936,0.670316684863467,0.0,0.0,0.05
64,0.15109749138355255,0.09163261950016022,0.1796262413263321,0.0037179968785494566,0.8446647633990078,0.6702088038746554,0.0,0.0,0.05
65,0.15191878378391266,0.09247248619794846,0.1791897863149643,0.0037929147947579622,0.8444615472553354,0.6701095611791246,0.0,0.0,0.05
66,0.15188676118850708,0.09173323959112167,0.18032485246658325,0.0040373788215219975,0.8445486489610755,0.6702505230573269,0.0,0.0,0.05
67,0.14946550130844116,0.09041890501976013,0.18030129373073578,0.0033041357528418303,0.844785524635961,0.6704298945463658,0.0,0.0,0.05
68,0.15180636942386627,0.0915573239326477,0.18146182596683502,0.003873663954436779,0.8449298604627599,0.6706057746567788,0.0,0.0,0.05
69,0.1512000560760498,0.09097674489021301,0.1813131421804428,0.003886239603161812,0.8451766302860471,0.6708151038030559,0.0,0.0,0.05
70,0.15233324468135834,0.09214059263467789,0.1809195727109909,0.003944517578929663,0.8453589829322556,0.6709261080240201,0.0,0.0,0.05
71,0.1526353657245636,0.09311100840568542,0.18054631352424622,0.0035736372228711843,0.8454541055522447,0.6710584316180612,0.0,0.0,0.05
72,0.15114714205265045,0.09122078120708466,0.18119554221630096,0.0037118003237992525,0.8456986765015297,0.6713357598172391,0.0,0.0,0.05
73,0.15078265964984894,0.0911862775683403,0.18028879165649414,0.003673162776976824,0.8458674257315941,0.6715594241221323,0.0,0.0,0.05
74,0.15060542523860931,0.09136217832565308,0.1792411208152771,0.0036472748033702374,0.8457170588019245,0.671321424761218,0.0,0.0,0.05
75,0.15047024190425873,0.09048721939325333,0.1803557574748993,0.00391752365976572,0.8454082268263552,0.6711339663363264,0.0,0.0,0.05
76,0.1523175984621048,0.09240793436765671,0.18135343492031097,0.0036690966226160526,0.8452388716521022,0.6709751780234771,0.0,0.0,0.05
77,0.1540410965681076,0.09384767711162567,0.18238763511180878,0.0036514182575047016,0.8452819105761846,0.671094269258114,0.0,0.0,0.05
78,0.14864958822727203,0.08841532468795776,0.18319407105445862,0.0035173590295016766,0.8454436154090659,0.6712828303796226,0.0,0.0,0.05
79,0.15074658393859863,0.08994438499212265,0.18421286344528198,0.003692229278385639,0.8457284057342374,0.6715166020624287,0.0,0.0,0.05
80,0.15213914215564728,0.09148453176021576,0.1847049742937088,0.003495405428111553,0.8460643204706334,0.6718082653176276,0.0,0.0,0.05
81,0.15064643323421478,0.08955654501914978,0.18466927111148834,0.003792731324210763,0.8464056791322574,0.6721048907076032,0.0,0.0,0.05
82,0.15021246671676636,0.09021259099245071,0.18325215578079224,0.003349482547491789,0.8463950844752881,0.6719867191201205,0.0,0.0,0.05
83,0.15178821980953217,0.0919971689581871,0.18169155716896057,0.0035223837476223707,0.8461853150608256,0.6716129049154289,0.0,0.0,0.05
84,0.15061329305171967,0.09166695922613144,0.17960363626480103,0.003376828972250223,0.8458495830908416,0.6711163231904541,0.0,0.0,0.05
85,0.1520424336194992,0.09259364008903503,0.17955206334590912,0.0037221128586679697,0.8454095679906404,0.6705526619720334,0.0,0.0,0.05
