dataset,semantic_dim,mean_spearman,std,num_seeds
Computers,16,0.8559640542424658,0.007186655253241881,5
Computers,32,0.8536597660873261,0.008365315281355099,5
Computers,64,0.8503090908040232,0.008159551742627058,5
Computers,128,0.8499003076201939,0.00900068450933973,5
Computers,256,0.8464492048759038,0.00804182576442308,5
