,SP,KD,Top10,Top20
Degree,0.636102870512935,0.4735582682665182,0.8,0.55
PR,0.3569472824889795,0.2518361585021637,0.7,0.4
K-shell,0.7225327493160942,0.5606046166870922,0.1,0.35
MLP,0.6466016457595585,0.4697477632654485,0.2,0.35
GCN,0.8231940455608312,0.6409415141381295,0.8,0.7
SAGE,0.8114103294569801,0.6287412120291744,0.2,0.35
GAT,0.807208782994199,0.6161443384127772,0.0,0.15
Ours,0.912921820034593,0.7582362436215743,0.1,0.5
