dataset,semantic_dim,mean_spearman,std,num_seeds
CS,16,0.9437737313111583,0.0016528923377172194,5
CS,32,0.9414801331679111,0.0009289764944472886,5
CS,64,0.9393420652713049,0.0002851606541889233,5
CS,128,0.9380655237541017,0.0012022578110985065,5
CS,256,0.934854508298239,0.0017818186760512284,5
