dataset,semantic_dim,mean_spearman,std,num_seeds
PubMed,16,0.8593266597117287,0.0033159954770886273,5
PubMed,32,0.8665666754647854,0.0022020287762355125,5
PubMed,64,0.8655582688952759,0.0031341008838631523,5
PubMed,128,0.8686184337794739,0.0036736022202840794,5
PubMed,256,0.8558439851184947,0.004787170611349789,5
