,SP,KD,Top10,Top20
Degree,0.6433499187167014,0.4952020309562839,0.2,0.2
PR,0.32703482453764354,0.2235468057076892,0.2,0.2
K-shell,0.6721635522143315,0.5467967147349094,0.1,0.25
MLP,0.560275166803818,0.3934176682059493,0.2,0.2
GCN,0.7470206344923083,0.555885900684475,0.4,0.4
SAGE,0.4454500837663561,0.3081486615971132,0.1,0.3
GAT,0.6979534805910296,0.5198874640680108,0.1,0.25
Ours,0.8274894257717357,0.6362425502708066,0.4,0.4
